日付け,終値,始値,高値,安値,出来高,変化率 %
2019年01月01日,77.39,77.22,77.56,77.19,12.72K,0.16%
2018年12月31日,77.27,77.69,78.08,77.14,,-0.52%
2018年12月28日,77.67,78.10,78.15,77.52,,-0.55%
2018年12月27日,78.10,78.72,78.76,77.52,,-0.77%
2018年12月26日,78.71,77.65,78.78,77.54,,1.42%
2018年12月25日,77.61,77.94,78.08,77.48,,-0.50%
2018年12月24日,78.00,78.34,78.58,77.73,,-0.28%
2018年12月21日,78.22,79.14,79.30,78.20,,-1.14%
2018年12月20日,79.12,79.93,80.22,78.82,,-1.04%
2018年12月19日,79.95,80.77,81.02,79.54,,-1.08%
2018年12月18日,80.82,81.04,81.24,80.66,,-0.26%
2018年12月17日,81.03,81.44,81.52,80.81,,-0.42%
2018年12月14日,81.37,82.13,82.17,81.23,,-0.91%
2018年12月13日,82.12,81.80,82.23,81.67,,0.38%
2018年12月12日,81.81,81.73,82.09,81.61,,0.13%
2018年12月11日,81.70,81.47,81.82,81.22,,0.25%
2018年12月10日,81.50,81.12,81.56,80.71,,0.41%
2018年12月07日,81.17,81.53,81.70,81.08,,-0.44%
2018年12月06日,81.53,82.29,82.32,80.92,,-0.91%
2018年12月05日,82.28,82.75,83.00,82.14,,-0.60%
2018年12月04日,82.78,83.61,83.69,82.56,,-1.02%
2018年12月03日,83.63,83.63,84.06,83.46,,0.72%
2018年11月30日,83.03,83.08,83.11,82.72,,-0.04%
2018年11月29日,83.06,83.05,83.22,82.72,,0.01%
2018年11月28日,83.05,82.21,83.21,82.16,,1.05%
2018年11月27日,82.19,82.03,82.56,81.81,,0.20%
2018年11月26日,82.03,81.67,82.39,81.53,,0.37%
2018年11月23日,81.73,81.95,82.00,81.42,,-0.26%
2018年11月22日,81.94,82.10,82.20,81.67,,-0.21%
2018年11月21日,82.11,81.34,82.25,81.17,,0.93%
2018年11月20日,81.35,82.10,82.23,81.24,,-0.93%
2018年11月19日,82.11,82.64,82.69,81.86,,-0.81%
2018年11月16日,82.78,82.71,82.85,82.11,,0.11%
2018年11月15日,82.69,82.18,82.93,82.09,,0.57%
2018年11月14日,82.22,82.17,82.50,81.78,,0.07%
2018年11月13日,82.16,81.64,82.38,81.36,,0.61%
2018年11月12日,81.66,82.22,82.53,81.64,,-0.71%
2018年11月09日,82.24,82.77,82.89,82.09,,-0.65%
2018年11月08日,82.78,82.58,83.06,82.48,,0.21%
2018年11月07日,82.61,82.22,82.73,81.88,,0.50%
2018年11月06日,82.20,81.62,82.23,81.58,,0.70%
2018年11月05日,81.63,82.04,82.04,81.24,,0.16%
2018年11月02日,81.50,81.23,81.97,81.03,,0.36%
2018年11月01日,81.21,79.90,81.28,79.83,,1.65%
2018年10月31日,79.89,80.39,80.41,79.83,,-0.58%
2018年10月30日,80.36,79.30,80.39,79.25,,1.36%
2018年10月29日,79.28,79.33,79.80,79.11,,-0.15%
2018年10月26日,79.40,79.60,79.64,78.56,,-0.25%
2018年10月25日,79.60,79.26,79.82,78.99,,0.45%
2018年10月24日,79.24,79.68,80.04,79.14,,-0.54%
2018年10月23日,79.67,79.88,79.92,79.02,,-0.28%
2018年10月22日,79.89,80.04,80.36,79.64,,-0.32%
2018年10月19日,80.15,79.63,80.49,79.51,,0.62%
2018年10月18日,79.66,80.08,80.47,79.47,,-0.52%
2018年10月17日,80.08,80.17,80.35,79.64,,-0.11%
2018年10月16日,80.17,79.67,80.22,79.67,,0.59%
2018年10月15日,79.70,79.78,79.98,79.47,,-0.23%
