日付け,終値,始値,高値,安値,出来高,変化率 %
2022年07月29日,144.00,143.16,144.38,142.31,408.53K,0.59%
2022年07月28日,143.16,141.78,143.84,141.22,353.28K,0.29%
2022年07月27日,142.75,141.75,143.06,141.47,253.01K,0.44%
2022年07月26日,142.12,141.81,143.34,141.62,252.84K,0.50%
2022年07月25日,141.41,142.62,142.66,140.97,230.65K,-0.46%
2022年07月22日,142.06,140.78,143.00,140.44,337.94K,1.23%
2022年07月21日,140.34,138.56,140.84,137.72,353.54K,1.33%
2022年07月20日,138.50,138.38,139.78,138.28,253.95K,-0.04%
2022年07月19日,138.56,138.72,139.28,138.03,237.48K,-0.50%
2022年07月18日,139.25,140.03,140.44,138.38,241.10K,-0.56%
2022年07月15日,140.03,139.41,140.66,139.34,279.79K,0.34%
2022年07月14日,139.56,139.69,140.22,138.53,358.71K,-0.56%
2022年07月13日,140.34,138.97,140.44,137.56,456.41K,0.72%
2022年07月12日,139.34,138.62,140.38,138.56,274.35K,0.45%
2022年07月11日,138.72,136.94,138.97,136.75,222.20K,1.37%
2022年07月08日,136.84,138.47,138.91,136.78,275.35K,-1.13%
2022年07月07日,138.41,139.53,140.00,138.19,285.83K,-0.98%
2022年07月06日,139.78,141.19,142.19,139.38,391.50K,-0.98%
2022年07月05日,141.16,139.44,141.53,138.19,382.32K,1.67%
2022年07月04日,138.84,139.44,139.84,138.75,40.59K,-0.43%
2022年07月03日,139.44,139.41,139.53,139.28,2.27K,0.07%
2022年07月01日,139.34,137.97,141.34,137.81,422.20K,0.52%
2022年06月30日,138.62,136.81,138.69,136.56,426.31K,1.23%
2022年06月29日,136.94,135.53,136.97,135.41,250.92K,1.32%
2022年06月28日,135.16,135.12,135.72,134.25,231.76K,-0.11%
2022年06月27日,135.31,135.94,136.19,134.78,238.65K,-0.53%
2022年06月24日,136.03,136.78,137.50,135.78,293.39K,-0.77%
2022年06月23日,137.09,135.81,137.91,135.75,464.29K,0.82%
2022年06月22日,135.97,133.84,136.31,133.69,373.30K,1.03%
2022年06月21日,134.59,136.50,137.47,136.00,1.10K,0.44%
2022年06月20日,134.00,134.34,135.00,133.94,52.42K,-0.26%
2022年06月19日,134.34,134.84,134.84,134.22,6.37K,-1.08%
2022年06月17日,135.81,134.88,136.47,134.88,0.08K,0.85%
2022年06月16日,134.66,132.62,135.53,132.62,1.89K,0.94%
2022年06月15日,133.41,133.06,133.94,132.88,7.02K,0.78%
2022年06月14日,132.38,133.69,134.31,132.28,1.25K,-0.91%
2022年06月13日,133.59,136.50,136.81,132.75,4.25K,-2.25%
2022年06月10日,136.66,137.97,139.19,136.38,0.67K,-1.04%
2022年06月09日,138.09,137.97,138.28,137.31,1.73K,0.07%
2022年06月08日,138.00,138.78,138.78,137.81,0.90K,-0.72%
2022年06月07日,139.00,137.69,139.12,137.50,2.21K,0.93%
2022年06月06日,137.72,139.38,139.44,137.53,3.81K,-1.05%
2022年06月03日,139.19,139.63,139.88,138.50,8.18K,-0.40%
2022年06月02日,139.75,139.91,140.34,139.19,5.83K,0.09%
2022年06月01日,139.63,140.41,141.00,139.25,12.73K,-0.58%
2022年05月31日,140.44,141.91,142.03,139.69,24.95K,-0.35%
2022年05月30日,140.94,141.97,142.03,140.81,7.86K,-0.70%
2022年05月29日,141.94,141.84,142.03,141.84,0.34K,0.00%
2022年05月27日,141.94,141.75,142.69,141.53,148.56K,0.18%
2022年05月26日,141.69,141.81,142.56,140.97,429.91K,-0.11%
2022年05月25日,141.84,141.94,142.69,141.47,733.56K,-0.04%
2022年05月24日,141.91,140.47,142.50,140.22,806.14K,1.14%
2022年05月23日,140.31,141.69,141.69,140.03,431.87K,-1.04%
2022年05月20日,141.78,140.94,142.03,140.22,458.46K,0.84%
2022年05月19日,140.59,140.22,142.06,139.72,481.98K,0.20%
2022年05月18日,140.31,138.41,140.53,137.94,426.80K,1.19%
2022年05月17日,138.66,139.63,139.81,138.19,348.42K,-0.89%
2022年05月16日,139.91,139.03,140.41,138.78,304.07K,0.49%
2022年05月14日,139.22,139.22,139.22,139.22,-,0.09%
2022年05月13日,139.09,140.59,140.63,138.88,273.99K,-1.31%
2022年05月12日,140.94,139.50,141.09,139.44,451.24K,0.94%
2022年05月11日,139.63,138.41,139.88,137.22,467.86K,0.74%
2022年05月10日,138.59,137.53,139.47,137.13,379.74K,1.21%
2022年05月09日,136.94,136.22,137.75,134.94,405.67K,0.37%
2022年05月07日,136.44,136.44,136.44,136.44,-,0.09%
2022年05月06日,136.31,137.72,137.91,136.00,366.50K,-0.71%
2022年05月05日,137.28,139.59,140.09,136.59,471.26K,-2.05%
2022年05月04日,140.16,139.66,140.53,138.91,410.16K,0.11%
2022年05月03日,140.00,139.34,140.75,139.03,290.85K,0.65%
2022年05月02日,139.09,139.84,140.47,138.91,298.19K,-1.13%
2022年04月29日,140.69,141.75,141.91,139.84,455.46K,-0.38%
2022年04月28日,141.22,141.31,141.97,140.38,328.69K,-0.22%
2022年04月27日,141.53,143.06,143.28,141.28,330.75K,-0.64%
2022年04月26日,142.44,141.44,143.28,141.00,327.73K,0.64%
2022年04月25日,141.53,140.13,142.38,139.88,326.29K,1.03%
2022年04月22日,140.09,139.97,140.94,139.31,302.42K,0.02%
2022年04月21日,140.06,141.16,141.25,139.28,371.38K,-0.69%
2022年04月20日,141.03,139.13,141.41,138.44,368.72K,1.12%
2022年04月19日,139.47,140.22,140.56,138.97,323.12K,-0.51%
2022年04月18日,140.19,140.94,141.09,140.00,206.13K,-0.62%
2022年04月14日,141.06,142.84,143.66,140.75,334.68K,-1.48%
2022年04月13日,143.19,142.41,143.63,141.34,357.33K,0.53%
2022年04月12日,142.44,142.00,143.25,141.19,367.75K,0.26%
2022年04月11日,142.06,143.13,143.25,141.84,333.08K,-0.76%
2022年04月08日,143.16,144.28,144.84,142.81,322.37K,-0.76%
2022年04月07日,144.25,145.56,146.13,143.88,372.56K,-0.82%
2022年04月06日,145.44,146.59,146.69,144.75,384.55K,-0.66%
2022年04月05日,146.41,149.13,149.34,146.22,307.29K,-1.66%
2022年04月04日,148.88,149.47,149.66,148.41,288.81K,-0.46%
2022年04月02日,149.56,149.56,149.56,149.56,-,-0.17%
2022年04月01日,149.81,149.94,150.06,147.91,391.83K,-0.17%
2022年03月31日,150.06,149.53,150.41,149.31,405.11K,0.42%
2022年03月30日,149.44,149.09,150.03,148.19,310.17K,0.34%
2022年03月29日,148.94,147.91,149.31,146.81,337.41K,0.89%
2022年03月28日,147.63,147.25,148.66,146.31,328.11K,0.38%
2022年03月25日,147.06,148.75,149.47,146.63,336.26K,-1.53%
2022年03月24日,149.34,150.00,150.03,148.22,279.53K,-0.13%
2022年03月23日,149.53,148.34,150.25,147.66,345.02K,1.74%
2022年03月22日,146.97,146.81,147.06,146.44,0.09K,-0.76%
2022年03月21日,148.09,149.31,149.41,149.09,0.18K,-1.78%
2022年03月18日,150.78,150.44,150.88,149.97,0.02K,0.65%
2022年03月17日,149.81,150.91,150.94,148.94,0.38K,-0.23%
2022年03月16日,150.16,150.25,150.28,149.88,0.12K,0.02%
2022年03月15日,150.13,151.25,151.56,150.34,0.85K,-0.39%
2022年03月14日,150.72,152.63,152.63,150.88,0.86K,-1.59%
2022年03月11日,153.16,153.34,153.78,153.31,0.10K,0.22%
2022年03月10日,152.81,153.81,154.03,152.50,0.49K,-0.57%
2022年03月09日,153.69,155.34,155.34,153.72,0.96K,-0.91%
2022年03月08日,155.09,157.00,157.00,155.06,0.35K,-1.61%
2022年03月07日,157.63,157.66,157.78,156.28,2.59K,0.26%
2022年03月04日,157.22,156.78,157.47,155.44,2.22K,1.49%
2022年03月03日,154.91,154.72,155.19,154.22,1.76K,0.22%
2022年03月02日,154.56,156.75,156.88,153.81,3.86K,-1.57%
2022年03月01日,157.03,154.78,157.47,154.38,9.14K,1.58%
2022年02月28日,154.59,153.28,155.19,153.16,40.73K,1.54%
2022年02月25日,152.25,152.47,153.22,151.66,206.64K,-0.12%
2022年02月24日,152.44,152.28,154.81,152.22,931.97K,-0.08%
2022年02月23日,152.56,153.09,153.38,152.06,950.23K,-0.27%
2022年02月22日,152.97,153.25,154.44,152.53,854.22K,-0.65%
2022年02月21日,153.97,153.31,154.19,152.53,95.30K,0.45%
2022年02月20日,153.28,153.25,153.47,153.13,4.69K,0.16%
2022年02月18日,153.03,152.13,153.28,151.63,370.38K,0.70%
2022年02月17日,151.97,150.94,152.53,150.91,421.17K,0.75%
2022年02月16日,150.84,150.75,151.50,150.38,391.69K,0.06%
2022年02月15日,150.75,151.91,152.22,150.56,323.62K,-0.66%
2022年02月14日,151.75,152.75,153.47,151.13,457.12K,-0.59%
2022年02月11日,152.66,151.47,153.22,150.81,538.68K,0.66%
2022年02月10日,151.66,152.97,153.34,151.06,540.12K,-1.06%
2022年02月09日,153.28,152.66,153.78,152.56,285.01K,0.33%
2022年02月08日,152.78,153.47,153.56,152.44,268.99K,-0.47%
2022年02月07日,153.50,153.44,153.94,153.06,266.06K,0.16%
2022年02月04日,153.25,154.75,155.41,153.06,399.02K,-1.07%
2022年02月03日,154.91,155.75,156.16,154.28,392.19K,-0.70%
2022年02月02日,156.00,155.34,156.53,155.09,314.27K,0.44%
