日付け,終値,始値,高値,安値,変化率 %
2022年05月11日,"14,694.000","14,694.000","14,694.000","14,694.000",-0.82%
2022年05月10日,"14,816.000","14,816.000","14,816.000","14,816.000",-0.76%
2022年05月09日,"14,929.000","14,929.000","14,929.000","14,929.000",-0.88%
2022年05月06日,"15,062.000","15,062.000","15,062.000","15,062.000",0.34%
2022年05月02日,"15,011.000","15,011.000","15,011.000","15,011.000",0.39%
2022年04月28日,"14,953.000","14,953.000","14,953.000","14,953.000",-1.05%
2022年04月27日,"15,112.000","15,112.000","15,112.000","15,112.000",0.67%
2022年04月26日,"15,012.000","15,012.000","15,012.000","15,012.000",-0.19%
2022年04月25日,"15,041.000","15,041.000","15,041.000","15,041.000",-0.39%
2022年04月22日,"15,100.000","15,100.000","15,100.000","15,100.000",0.39%
2022年04月21日,"15,042.000","15,042.000","15,042.000","15,042.000",0.75%
2022年04月20日,"14,930.000","14,930.000","14,930.000","14,930.000",-0.34%
2022年04月19日,"14,981.000","14,981.000","14,981.000","14,981.000",-0.94%
2022年04月18日,"15,123.000","15,123.000","15,123.000","15,123.000",0.31%
2022年04月15日,"15,076.000","15,076.000","15,076.000","15,076.000",-0.21%
2022年04月14日,"15,108.000","15,108.000","15,108.000","15,108.000",0.57%
2022年04月13日,"15,023.000","15,023.000","15,023.000","15,023.000",0.26%
2022年04月12日,"14,984.000","14,984.000","14,984.000","14,984.000",-0.54%
2022年04月11日,"15,066.000","15,066.000","15,066.000","15,066.000",0.84%
2022年04月08日,"14,941.000","14,941.000","14,941.000","14,941.000",-1.24%
2022年04月07日,"15,129.000","15,129.000","15,129.000","15,129.000",-0.72%
2022年04月06日,"15,238.000","15,238.000","15,238.000","15,238.000",-0.41%
2022年04月05日,"15,301.000","15,301.000","15,301.000","15,301.000",0.09%
2022年04月04日,"15,288.000","15,288.000","15,288.000","15,288.000",-0.08%
2022年04月01日,"15,300.000","15,300.000","15,300.000","15,300.000",0.96%
2022年03月31日,"15,155.000","15,155.000","15,155.000","15,155.000",0.60%
2022年03月30日,"15,064.000","15,064.000","15,064.000","15,064.000",-1.47%
2022年03月29日,"15,289.000","15,289.000","15,289.000","15,289.000",1.54%
2022年03月28日,"15,057.000","15,057.000","15,057.000","15,057.000",1.41%
2022年03月25日,"14,847.000","14,847.000","14,847.000","14,847.000",-1.06%
2022年03月24日,"15,006.000","15,006.000","15,006.000","15,006.000",1.09%
2022年03月23日,"14,844.000","14,844.000","14,844.000","14,844.000",-0.89%
2022年03月22日,"14,978.000","14,978.000","14,978.000","14,978.000",2.20%
2022年03月18日,"14,656.000","14,656.000","14,656.000","14,656.000",1.82%
2022年03月17日,"14,394.000","14,394.000","14,394.000","14,394.000",0.54%
2022年03月16日,"14,316.000","14,316.000","14,316.000","14,316.000",1.73%
2022年03月15日,"14,073.000","14,073.000","14,073.000","14,073.000",-0.38%
2022年03月14日,"14,126.000","14,126.000","14,126.000","14,126.000",-0.32%
2022年03月11日,"14,172.000","14,172.000","14,172.000","14,172.000",-0.84%
2022年03月10日,"14,292.000","14,292.000","14,292.000","14,292.000",2.55%
2022年03月09日,"13,937.000","13,937.000","13,937.000","13,937.000",-1.18%
2022年03月08日,"14,103.000","14,103.000","14,103.000","14,103.000",-0.72%
2022年03月07日,"14,205.000","14,205.000","14,205.000","14,205.000",-0.57%
2022年03月04日,"14,287.000","14,287.000","14,287.000","14,287.000",-0.36%
2022年03月03日,"14,338.000","14,338.000","14,338.000","14,338.000",-0.24%
2022年03月02日,"14,373.000","14,373.000","14,373.000","14,373.000",0.72%
2022年03月01日,"14,270.000","14,270.000","14,270.000","14,270.000",0.81%
2022年02月28日,"14,156.000","14,156.000","14,156.000","14,156.000",0.63%
2022年02月25日,"14,067.000","14,067.000","14,067.000","14,067.000",0.01%
2022年02月24日,"14,065.000","14,065.000","14,065.000","14,065.000",-0.11%
2022年02月22日,"14,080.000","14,080.000","14,080.000","14,080.000",-1.63%
2022年02月21日,"14,314.000","14,314.000","14,314.000","14,314.000",-0.63%
2022年02月18日,"14,405.000","14,405.000","14,405.000","14,405.000",-0.33%
2022年02月17日,"14,452.000","14,452.000","14,452.000","14,452.000",0.80%
2022年02月16日,"14,338.000","14,338.000","14,338.000","14,338.000",1.98%
2022年02月15日,"14,060.000","14,060.000","14,060.000","14,060.000",-1.46%
2022年02月14日,"14,268.000","14,268.000","14,268.000","14,268.000",-2.18%
2022年02月10日,"14,586.000","14,586.000","14,586.000","14,586.000",1.48%
2022年02月09日,"14,373.000","14,373.000","14,373.000","14,373.000",1.68%
2022年02月08日,"14,135.000","14,135.000","14,135.000","14,135.000",-1.97%
2022年02月07日,"14,419.000","14,419.000","14,419.000","14,419.000",-0.89%
2022年02月04日,"14,548.000","14,548.000","14,548.000","14,548.000",-0.48%
2022年02月03日,"14,618.000","14,618.000","14,618.000","14,618.000",0.62%
2022年02月02日,"14,528.000","14,528.000","14,528.000","14,528.000",0.51%
2022年02月01日,"14,455.000","14,455.000","14,455.000","14,455.000",-0.95%
2022年01月31日,"14,593.000","14,593.000","14,593.000","14,593.000",0.50%
2022年01月28日,"14,521.000","14,521.000","14,521.000","14,521.000",0.19%
2022年01月27日,"14,493.000","14,493.000","14,493.000","14,493.000",1.81%
2022年01月26日,"14,236.000","14,236.000","14,236.000","14,236.000",1.42%
2022年01月25日,"14,036.000","14,036.000","14,036.000","14,036.000",-0.85%
2022年01月24日,"14,156.000","14,156.000","14,156.000","14,156.000",0.30%
2022年01月21日,"14,114.000","14,114.000","14,114.000","14,114.000",2.09%
2022年01月20日,"13,825.000","13,825.000","13,825.000","13,825.000",-3.10%
2022年01月19日,"14,268.000","14,268.000","14,268.000","14,268.000",-3.47%
2022年01月18日,"14,781.000","14,781.000","14,781.000","14,781.000",-0.92%
2022年01月17日,"14,918.000","14,918.000","14,918.000","14,918.000",-0.50%
2022年01月14日,"14,993.000","14,993.000","14,993.000","14,993.000",-0.61%
2022年01月13日,"15,085.000","15,085.000","15,085.000","15,085.000",-0.24%
2022年01月12日,"15,122.000","15,122.000","15,122.000","15,122.000",-0.04%
2022年01月11日,"15,128.000","15,128.000","15,128.000","15,128.000",-0.53%
2022年01月07日,"15,208.000","15,208.000","15,208.000","15,208.000",-0.50%
2022年01月06日,"15,285.000","15,285.000","15,285.000","15,285.000",-0.33%
2022年01月05日,"15,336.000","15,336.000","15,336.000","15,336.000",-1.65%
2022年01月04日,"15,594.000","15,594.000","15,594.000","15,594.000",0.70%
2021年12月30日,"15,485.000","15,485.000","15,485.000","15,485.000",-0.15%
2021年12月29日,"15,509.000","15,509.000","15,509.000","15,509.000",0.94%
2021年12月28日,"15,365.000","15,365.000","15,365.000","15,365.000",0.99%
2021年12月27日,"15,214.000","15,214.000","15,214.000","15,214.000",-0.41%
2021年12月24日,"15,276.000","15,276.000","15,276.000","15,276.000",0.31%
2021年12月23日,"15,229.000","15,229.000","15,229.000","15,229.000",0.38%
2021年12月22日,"15,171.000","15,171.000","15,171.000","15,171.000",-0.47%
2021年12月21日,"15,243.000","15,243.000","15,243.000","15,243.000",0.73%
2021年12月20日,"15,132.000","15,132.000","15,132.000","15,132.000",-2.58%
2021年12月17日,"15,533.000","15,533.000","15,533.000","15,533.000",1.66%
2021年12月16日,"15,279.000","15,279.000","15,279.000","15,279.000",-0.24%
2021年12月15日,"15,316.000","15,316.000","15,316.000","15,316.000",-0.22%
2021年12月14日,"15,350.000","15,350.000","15,350.000","15,350.000",-0.58%
2021年12月13日,"15,439.000","15,439.000","15,439.000","15,439.000",-1.20%
2021年12月10日,"15,627.000","15,627.000","15,627.000","15,627.000",0.01%
2021年12月09日,"15,626.000","15,626.000","15,626.000","15,626.000",0.70%
2021年12月08日,"15,517.000","15,517.000","15,517.000","15,517.000",1.04%
2021年12月07日,"15,357.000","15,357.000","15,357.000","15,357.000",0.79%
2021年12月06日,"15,237.000","15,237.000","15,237.000","15,237.000",-0.48%
2021年12月03日,"15,310.000","15,310.000","15,310.000","15,310.000",0.93%
2021年12月02日,"15,169.000","15,169.000","15,169.000","15,169.000",-0.85%
2021年12月01日,"15,299.000","15,299.000","15,299.000","15,299.000",1.06%
2021年11月30日,"15,138.000","15,138.000","15,138.000","15,138.000",-0.70%
2021年11月29日,"15,244.000","15,244.000","15,244.000","15,244.000",-2.19%
2021年11月26日,"15,585.000","15,585.000","15,585.000","15,585.000",-0.28%
2021年11月25日,"15,629.000","15,629.000","15,629.000","15,629.000",0.82%
2021年11月24日,"15,502.000","15,502.000","15,502.000","15,502.000",-0.07%
2021年11月22日,"15,513.000","15,513.000","15,513.000","15,513.000",0.01%
2021年11月19日,"15,512.000","15,512.000","15,512.000","15,512.000",-0.55%
2021年11月18日,"15,598.000","15,598.000","15,598.000","15,598.000",0.29%
2021年11月17日,"15,553.000","15,553.000","15,553.000","15,553.000",-0.76%
2021年11月16日,"15,672.000","15,672.000","15,672.000","15,672.000",0.56%
2021年11月15日,"15,585.000","15,585.000","15,585.000","15,585.000",0.04%
2021年11月12日,"15,579.000","15,579.000","15,579.000","15,579.000",-0.43%
2021年11月11日,"15,646.000","15,646.000","15,646.000","15,646.000",0.42%
2021年11月10日,"15,581.000","15,581.000","15,581.000","15,581.000",-0.42%
2021年11月09日,"15,646.000","15,646.000","15,646.000","15,646.000",-1.24%
2021年11月08日,"15,843.000","15,843.000","15,843.000","15,843.000",0.11%
2021年11月05日,"15,826.000","15,826.000","15,826.000","15,826.000",0.19%
2021年11月04日,"15,796.000","15,796.000","15,796.000","15,796.000",0.37%
2021年11月02日,"15,738.000","15,738.000","15,738.000","15,738.000",0.31%
2021年11月01日,"15,690.000","15,690.000","15,690.000","15,690.000",-0.73%
2021年10月29日,"15,806.000","15,806.000","15,806.000","15,806.000",0.56%
2021年10月28日,"15,718.000","15,718.000","15,718.000","15,718.000",0.15%
2021年10月27日,"15,694.000","15,694.000","15,694.000","15,694.000",0.79%
2021年10月26日,"15,571.000","15,571.000","15,571.000","15,571.000",-0.15%
2021年10月25日,"15,594.000","15,594.000","15,594.000","15,594.000",0.23%
2021年10月22日,"15,558.000","15,558.000","15,558.000","15,558.000",-0.84%
2021年10月21日,"15,690.000","15,690.000","15,690.000","15,690.000",-0.43%
2021年10月20日,"15,758.000","15,758.000","15,758.000","15,758.000",-0.37%
2021年10月19日,"15,817.000","15,817.000","15,817.000","15,817.000",-0.26%
2021年10月18日,"15,859.000","15,859.000","15,859.000","15,859.000",0.52%
2021年10月15日,"15,777.000","15,777.000","15,777.000","15,777.000",0.91%
2021年10月14日,"15,634.000","15,634.000","15,634.000","15,634.000",-0.52%
2021年10月13日,"15,715.000","15,715.000","15,715.000","15,715.000",1.61%
2021年10月12日,"15,466.000","15,466.000","15,466.000","15,466.000",-0.22%
2021年10月11日,"15,500.000","15,500.000","15,500.000","15,500.000",1.09%
2021年10月08日,"15,333.000","15,333.000","15,333.000","15,333.000",-0.91%
2021年10月07日,"15,474.000","15,474.000","15,474.000","15,474.000",0.81%
2021年10月06日,"15,350.000","15,350.000","15,350.000","15,350.000",-0.14%
2021年10月05日,"15,372.000","15,372.000","15,372.000","15,372.000",0.24%
2021年10月04日,"15,335.000","15,335.000","15,335.000","15,335.000",0.99%
2021年10月01日,"15,185.000","15,185.000","15,185.000","15,185.000",-2.67%
2021年09月30日,"15,602.000","15,602.000","15,602.000","15,602.000",-0.71%
2021年09月29日,"15,714.000","15,714.000","15,714.000","15,714.000",-0.88%
2021年09月28日,"15,853.000","15,853.000","15,853.000","15,853.000",0.37%
2021年09月27日,"15,795.000","15,795.000","15,795.000","15,795.000",1.02%
2021年09月24日,"15,636.000","15,636.000","15,636.000","15,636.000",0.12%
2021年09月22日,"15,618.000","15,618.000","15,618.000","15,618.000",-0.97%
2021年09月21日,"15,771.000","15,771.000","15,771.000","15,771.000",-1.01%
2021年09月17日,"15,932.000","15,932.000","15,932.000","15,932.000",-0.14%
2021年09月16日,"15,954.000","15,954.000","15,954.000","15,954.000",0.36%
2021年09月15日,"15,897.000","15,897.000","15,897.000","15,897.000",-1.21%
2021年09月14日,"16,091.000","16,091.000","16,091.000","16,091.000",0.69%
2021年09月13日,"15,980.000","15,980.000","15,980.000","15,980.000",-0.13%
2021年09月10日,"16,000.000","16,000.000","16,000.000","16,000.000",-0.42%
2021年09月09日,"16,067.000","16,067.000","16,067.000","16,067.000",-0.59%
2021年09月08日,"16,162.000","16,162.000","16,162.000","16,162.000",-0.07%
2021年09月07日,"16,174.000","16,174.000","16,174.000","16,174.000",-0.71%
2021年09月06日,"16,289.000","16,289.000","16,289.000","16,289.000",0.77%
2021年09月03日,"16,165.000","16,165.000","16,165.000","16,165.000",-0.23%
2021年09月02日,"16,202.000","16,202.000","16,202.000","16,202.000",0.40%
2021年09月01日,"16,138.000","16,138.000","16,138.000","16,138.000",-0.32%
2021年08月31日,"16,189.000","16,189.000","16,189.000","16,189.000",-1.66%
2021年08月30日,"16,463.000","16,463.000","16,463.000","16,463.000",0.63%
2021年08月27日,"16,360.000","16,360.000","16,360.000","16,360.000",2.63%
2021年08月26日,"15,940.000","15,940.000","15,940.000","15,940.000",1.68%
2021年08月25日,"15,676.000","15,676.000","15,676.000","15,676.000",-0.27%
2021年08月24日,"15,718.000","15,718.000","15,718.000","15,718.000",-0.10%
2021年08月23日,"15,733.000","15,733.000","15,733.000","15,733.000",-1.66%
2021年08月20日,"15,999.000","15,999.000","15,999.000","15,999.000",-0.21%
2021年08月19日,"16,032.000","16,032.000","16,032.000","16,032.000",-0.95%
2021年08月18日,"16,185.000","16,185.000","16,185.000","16,185.000",0.94%
2021年08月17日,"16,035.000","16,035.000","16,035.000","16,035.000",-0.34%
2021年08月16日,"16,089.000","16,089.000","16,089.000","16,089.000",-0.20%
2021年08月13日,"16,121.000","16,121.000","16,121.000","16,121.000",-0.32%
2021年08月12日,"16,173.000","16,173.000","16,173.000","16,173.000",0.32%
2021年08月11日,"16,122.000","16,122.000","16,122.000","16,122.000",0.37%
2021年08月10日,"16,062.000","16,062.000","16,062.000","16,062.000",-0.77%
2021年08月06日,"16,186.000","16,186.000","16,186.000","16,186.000",-1.57%
2021年08月05日,"16,445.000","16,445.000","16,445.000","16,445.000",1.54%
2021年08月04日,"16,195.000","16,195.000","16,195.000","16,195.000",0.25%
2021年08月03日,"16,155.000","16,155.000","16,155.000","16,155.000",-0.33%
2021年08月02日,"16,209.000","16,209.000","16,209.000","16,209.000",-0.68%
2021年07月30日,"16,320.000","16,320.000","16,320.000","16,320.000",-0.34%
2021年07月29日,"16,376.000","16,376.000","16,376.000","16,376.000",-0.01%
2021年07月28日,"16,378.000","16,378.000","16,378.000","16,378.000",0.95%
2021年07月27日,"16,224.000","16,224.000","16,224.000","16,224.000",0.95%
2021年07月26日,"16,071.000","16,071.000","16,071.000","16,071.000",-0.50%
2021年07月21日,"16,152.000","16,152.000","16,152.000","16,152.000",-0.02%
2021年07月20日,"16,156.000","16,156.000","16,156.000","16,156.000",-0.60%
2021年07月19日,"16,253.000","16,253.000","16,253.000","16,253.000",-1.11%
2021年07月16日,"16,435.000","16,435.000","16,435.000","16,435.000",0.53%
2021年07月15日,"16,349.000","16,349.000","16,349.000","16,349.000",-0.64%
2021年07月14日,"16,454.000","16,454.000","16,454.000","16,454.000",0.16%
2021年07月13日,"16,428.000","16,428.000","16,428.000","16,428.000",-0.11%
2021年07月12日,"16,446.000","16,446.000","16,446.000","16,446.000",0.24%
2021年07月09日,"16,406.000","16,406.000","16,406.000","16,406.000",-0.30%
2021年07月08日,"16,456.000","16,456.000","16,456.000","16,456.000",0.01%
2021年07月07日,"16,455.000","16,455.000","16,455.000","16,455.000",-0.25%
2021年07月06日,"16,497.000","16,497.000","16,497.000","16,497.000",0.51%
2021年07月05日,"16,414.000","16,414.000","16,414.000","16,414.000",0.69%
2021年07月02日,"16,301.000","16,301.000","16,301.000","16,301.000",1.31%
2021年07月01日,"16,090.000","16,090.000","16,090.000","16,090.000",-0.72%
2021年06月30日,"16,207.000","16,207.000","16,207.000","16,207.000",-0.37%
2021年06月29日,"16,268.000","16,268.000","16,268.000","16,268.000",0.46%
2021年06月28日,"16,193.000","16,193.000","16,193.000","16,193.000",0.51%
2021年06月25日,"16,111.000","16,111.000","16,111.000","16,111.000",0.25%
2021年06月24日,"16,071.000","16,071.000","16,071.000","16,071.000",0.26%
2021年06月23日,"16,030.000","16,030.000","16,030.000","16,030.000",-0.41%
2021年06月22日,"16,096.000","16,096.000","16,096.000","16,096.000",1.24%
2021年06月21日,"15,899.000","15,899.000","15,899.000","15,899.000",0.30%
2021年06月18日,"15,852.000","15,852.000","15,852.000","15,852.000",-0.13%
2021年06月17日,"15,873.000","15,873.000","15,873.000","15,873.000",-1.23%
2021年06月16日,"16,071.000","16,071.000","16,071.000","16,071.000",-0.33%
2021年06月15日,"16,124.000","16,124.000","16,124.000","16,124.000",-0.45%
2021年06月14日,"16,197.000","16,197.000","16,197.000","16,197.000",0.30%
2021年06月11日,"16,148.000","16,148.000","16,148.000","16,148.000",-0.14%
2021年06月10日,"16,171.000","16,171.000","16,171.000","16,171.000",0.30%
2021年06月09日,"16,122.000","16,122.000","16,122.000","16,122.000",0.25%
2021年06月08日,"16,081.000","16,081.000","16,081.000","16,081.000",1.05%
2021年06月07日,"15,914.000","15,914.000","15,914.000","15,914.000",1.09%
2021年06月04日,"15,742.000","15,742.000","15,742.000","15,742.000",-0.32%
2021年06月03日,"15,793.000","15,793.000","15,793.000","15,793.000",0.83%
2021年06月02日,"15,663.000","15,663.000","15,663.000","15,663.000",1.42%
2021年06月01日,"15,444.000","15,444.000","15,444.000","15,444.000",-0.38%
2021年05月31日,"15,503.000","15,503.000","15,503.000","15,503.000",0.10%
2021年05月28日,"15,488.000","15,488.000","15,488.000","15,488.000",-0.24%
2021年05月27日,"15,525.000","15,525.000","15,525.000","15,525.000",0.32%
2021年05月26日,"15,475.000","15,475.000","15,475.000","15,475.000",0.25%
2021年05月25日,"15,437.000","15,437.000","15,437.000","15,437.000",0.31%
2021年05月24日,"15,389.000","15,389.000","15,389.000","15,389.000",0.32%
2021年05月21日,"15,340.000","15,340.000","15,340.000","15,340.000",-0.81%
2021年05月20日,"15,465.000","15,465.000","15,465.000","15,465.000",0.40%
2021年05月19日,"15,404.000","15,404.000","15,404.000","15,404.000",0.75%
2021年05月18日,"15,289.000","15,289.000","15,289.000","15,289.000",0.60%
2021年05月17日,"15,198.000","15,198.000","15,198.000","15,198.000",1.15%
2021年05月14日,"15,025.000","15,025.000","15,025.000","15,025.000",-0.65%
2021年05月13日,"15,124.000","15,124.000","15,124.000","15,124.000",-1.59%
2021年05月12日,"15,369.000","15,369.000","15,369.000","15,369.000",-0.68%
2021年05月11日,"15,475.000","15,475.000","15,475.000","15,475.000",0.42%
2021年05月10日,"15,411.000","15,411.000","15,411.000","15,411.000",0.04%
2021年05月07日,"15,405.000","15,405.000","15,405.000","15,405.000",-0.72%
2021年05月06日,"15,517.000","15,517.000","15,517.000","15,517.000",0.30%
2021年04月30日,"15,470.000","15,470.000","15,470.000","15,470.000",0.18%
2021年04月28日,"15,442.000","15,442.000","15,442.000","15,442.000",0.54%
2021年04月27日,"15,359.000","15,359.000","15,359.000","15,359.000",0.14%
2021年04月26日,"15,338.000","15,338.000","15,338.000","15,338.000",0.23%
2021年04月23日,"15,303.000","15,303.000","15,303.000","15,303.000",0.24%
2021年04月22日,"15,267.000","15,267.000","15,267.000","15,267.000",0.51%
2021年04月21日,"15,190.000","15,190.000","15,190.000","15,190.000",-0.41%
2021年04月20日,"15,252.000","15,252.000","15,252.000","15,252.000",-0.47%
2021年04月19日,"15,324.000","15,324.000","15,324.000","15,324.000",-0.75%
2021年04月16日,"15,440.000","15,440.000","15,440.000","15,440.000",1.27%
2021年04月15日,"15,246.000","15,246.000","15,246.000","15,246.000",-0.91%
2021年04月14日,"15,386.000","15,386.000","15,386.000","15,386.000",0.87%
2021年04月13日,"15,254.000","15,254.000","15,254.000","15,254.000",-0.22%
2021年04月12日,"15,288.000","15,288.000","15,288.000","15,288.000",-0.59%
2021年04月09日,"15,379.000","15,379.000","15,379.000","15,379.000",0.70%
2021年04月08日,"15,272.000","15,272.000","15,272.000","15,272.000",0.20%
2021年04月07日,"15,242.000","15,242.000","15,242.000","15,242.000",1.10%
2021年04月06日,"15,076.000","15,076.000","15,076.000","15,076.000",-0.69%
2021年04月05日,"15,181.000","15,181.000","15,181.000","15,181.000",0.81%
2021年04月02日,"15,059.000","15,059.000","15,059.000","15,059.000",0.58%
2021年04月01日,"14,972.000","14,972.000","14,972.000","14,972.000",-0.87%
2021年03月31日,"15,104.000","15,104.000","15,104.000","15,104.000",0.07%
2021年03月30日,"15,094.000","15,094.000","15,094.000","15,094.000",1.06%
2021年03月29日,"14,936.000","14,936.000","14,936.000","14,936.000",-0.27%
2021年03月26日,"14,977.000","14,977.000","14,977.000","14,977.000",1.78%
2021年03月25日,"14,715.000","14,715.000","14,715.000","14,715.000",-0.12%
2021年03月24日,"14,732.000","14,732.000","14,732.000","14,732.000",-0.38%
2021年03月23日,"14,788.000","14,788.000","14,788.000","14,788.000",0.09%
2021年03月22日,"14,774.000","14,774.000","14,774.000","14,774.000",-0.32%
2021年03月19日,"14,821.000","14,821.000","14,821.000","14,821.000",-0.86%
2021年03月18日,"14,950.000","14,950.000","14,950.000","14,950.000",0.78%
2021年03月17日,"14,835.000","14,835.000","14,835.000","14,835.000",0.07%
2021年03月16日,"14,824.000","14,824.000","14,824.000","14,824.000",1.86%
2021年03月15日,"14,554.000","14,554.000","14,554.000","14,554.000",0.34%
2021年03月12日,"14,504.000","14,504.000","14,504.000","14,504.000",1.44%
2021年03月11日,"14,298.000","14,298.000","14,298.000","14,298.000",1.25%
2021年03月10日,"14,121.000","14,121.000","14,121.000","14,121.000",0.89%
2021年03月09日,"13,997.000","13,997.000","13,997.000","13,997.000",-0.93%
2021年03月08日,"14,128.000","14,128.000","14,128.000","14,128.000",-0.11%
2021年03月05日,"14,143.000","14,143.000","14,143.000","14,143.000",-1.10%
2021年03月04日,"14,300.000","14,300.000","14,300.000","14,300.000",-0.19%
2021年03月03日,"14,327.000","14,327.000","14,327.000","14,327.000",-0.13%
2021年03月02日,"14,345.000","14,345.000","14,345.000","14,345.000",-0.30%
2021年03月01日,"14,388.000","14,388.000","14,388.000","14,388.000",-0.21%
2021年02月26日,"14,418.000","14,418.000","14,418.000","14,418.000",-2.56%
2021年02月25日,"14,797.000","14,797.000","14,797.000","14,797.000",0.32%
2021年02月24日,"14,750.000","14,750.000","14,750.000","14,750.000",1.31%
2021年02月22日,"14,559.000","14,559.000","14,559.000","14,559.000",0.48%
2021年02月19日,"14,489.000","14,489.000","14,489.000","14,489.000",1.02%
2021年02月18日,"14,343.000","14,343.000","14,343.000","14,343.000",-1.22%
2021年02月17日,"14,520.000","14,520.000","14,520.000","14,520.000",-2.33%
2021年02月16日,"14,867.000","14,867.000","14,867.000","14,867.000",2.55%
2021年02月15日,"14,497.000","14,497.000","14,497.000","14,497.000",0.70%
2021年02月12日,"14,396.000","14,396.000","14,396.000","14,396.000",1.47%
2021年02月10日,"14,188.000","14,188.000","14,188.000","14,188.000",0.88%
2021年02月09日,"14,064.000","14,064.000","14,064.000","14,064.000",-0.11%
2021年02月08日,"14,079.000","14,079.000","14,079.000","14,079.000",1.49%
2021年02月05日,"13,872.000","13,872.000","13,872.000","13,872.000",0.39%
