日付け,終値,始値,高値,安値,変化率 %
2021年02月04日,"13,818.000","13,818.000","13,818.000","13,818.000",0.29%
2021年02月03日,"13,778.000","13,778.000","13,778.000","13,778.000",0.93%
2021年02月02日,"13,651.000","13,651.000","13,651.000","13,651.000",-0.86%
2021年02月01日,"13,769.000","13,769.000","13,769.000","13,769.000",-0.48%
2021年01月29日,"13,835.000","13,835.000","13,835.000","13,835.000",0.96%
2021年01月28日,"13,703.000","13,703.000","13,703.000","13,703.000",0.69%
2021年01月27日,"13,609.000","13,609.000","13,609.000","13,609.000",1.59%
2021年01月26日,"13,396.000","13,396.000","13,396.000","13,396.000",-0.39%
2021年01月25日,"13,449.000","13,449.000","13,449.000","13,449.000",-0.57%
2021年01月22日,"13,526.000","13,526.000","13,526.000","13,526.000",0.77%
2021年01月21日,"13,423.000","13,423.000","13,423.000","13,423.000",-0.01%
2021年01月20日,"13,425.000","13,425.000","13,425.000","13,425.000",0.22%
2021年01月19日,"13,396.000","13,396.000","13,396.000","13,396.000",0.80%
2021年01月18日,"13,290.000","13,290.000","13,290.000","13,290.000",0.98%
2021年01月15日,"13,161.000","13,161.000","13,161.000","13,161.000",-0.56%
2021年01月14日,"13,235.000","13,235.000","13,235.000","13,235.000",0.14%
2021年01月13日,"13,216.000","13,216.000","13,216.000","13,216.000",-0.88%
2021年01月12日,"13,333.000","13,333.000","13,333.000","13,333.000",-0.09%
2021年01月08日,"13,345.000","13,345.000","13,345.000","13,345.000",0.35%
2021年01月07日,"13,298.000","13,298.000","13,298.000","13,298.000",1.53%
2021年01月06日,"13,097.000","13,097.000","13,097.000","13,097.000",-1.40%
2021年01月05日,"13,283.000","13,283.000","13,283.000","13,283.000",1.17%
2021年01月04日,"13,129.000","13,129.000","13,129.000","13,129.000",-1.71%
2020年12月30日,"13,358.000","13,358.000","13,358.000","13,358.000",0.69%
2020年12月29日,"13,266.000","13,266.000","13,266.000","13,266.000",1.02%
2020年12月28日,"13,132.000","13,132.000","13,132.000","13,132.000",1.71%
2020年12月25日,"12,911.000","12,911.000","12,911.000","12,911.000",-0.30%
2020年12月24日,"12,950.000","12,950.000","12,950.000","12,950.000",0.54%
2020年12月23日,"12,881.000","12,881.000","12,881.000","12,881.000",0.33%
2020年12月22日,"12,839.000","12,839.000","12,839.000","12,839.000",0.35%
2020年12月21日,"12,794.000","12,794.000","12,794.000","12,794.000",-0.25%
2020年12月18日,"12,826.000","12,826.000","12,826.000","12,826.000",-0.90%
2020年12月17日,"12,943.000","12,943.000","12,943.000","12,943.000",0.16%
2020年12月16日,"12,922.000","12,922.000","12,922.000","12,922.000",1.03%
2020年12月15日,"12,790.000","12,790.000","12,790.000","12,790.000",0.09%
2020年12月14日,"12,778.000","12,778.000","12,778.000","12,778.000",0.46%
2020年12月11日,"12,720.000","12,720.000","12,720.000","12,720.000",0.86%
2020年12月10日,"12,612.000","12,612.000","12,612.000","12,612.000",-0.43%
2020年12月09日,"12,666.000","12,666.000","12,666.000","12,666.000",0.00%
2020年12月08日,"12,666.000","12,666.000","12,666.000","12,666.000",1.20%
2020年12月07日,"12,516.000","12,516.000","12,516.000","12,516.000",-0.97%
2020年12月04日,"12,639.000","12,639.000","12,639.000","12,639.000",0.47%
2020年12月03日,"12,580.000","12,580.000","12,580.000","12,580.000",0.02%
2020年12月02日,"12,577.000","12,577.000","12,577.000","12,577.000",-0.90%
2020年12月01日,"12,691.000","12,691.000","12,691.000","12,691.000",0.87%
2020年11月30日,"12,581.000","12,581.000","12,581.000","12,581.000",-0.48%
2020年11月27日,"12,642.000","12,642.000","12,642.000","12,642.000",0.64%
2020年11月26日,"12,562.000","12,562.000","12,562.000","12,562.000",0.72%
2020年11月25日,"12,472.000","12,472.000","12,472.000","12,472.000",-0.12%
2020年11月24日,"12,487.000","12,487.000","12,487.000","12,487.000",0.28%
2020年11月20日,"12,452.000","12,452.000","12,452.000","12,452.000",-0.11%
2020年11月19日,"12,466.000","12,466.000","12,466.000","12,466.000",-0.30%
2020年11月18日,"12,504.000","12,504.000","12,504.000","12,504.000",-0.59%
2020年11月17日,"12,578.000","12,578.000","12,578.000","12,578.000",0.57%
2020年11月16日,"12,507.000","12,507.000","12,507.000","12,507.000",-0.49%
2020年11月13日,"12,569.000","12,569.000","12,569.000","12,569.000",-1.17%
2020年11月12日,"12,718.000","12,718.000","12,718.000","12,718.000",-1.22%
2020年11月11日,"12,875.000","12,875.000","12,875.000","12,875.000",1.00%
2020年11月10日,"12,747.000","12,747.000","12,747.000","12,747.000",0.57%
2020年11月09日,"12,675.000","12,675.000","12,675.000","12,675.000",0.90%
2020年11月06日,"12,562.000","12,562.000","12,562.000","12,562.000",-0.40%
2020年11月05日,"12,613.000","12,613.000","12,613.000","12,613.000",1.76%
2020年11月04日,"12,395.000","12,395.000","12,395.000","12,395.000",1.60%
2020年11月02日,"12,200.000","12,200.000","12,200.000","12,200.000",0.24%
2020年10月30日,"12,171.000","12,171.000","12,171.000","12,171.000",-1.58%
2020年10月29日,"12,366.000","12,366.000","12,366.000","12,366.000",1.20%
2020年10月28日,"12,219.000","12,219.000","12,219.000","12,219.000",-1.02%
2020年10月27日,"12,345.000","12,345.000","12,345.000","12,345.000",0.11%
2020年10月26日,"12,332.000","12,332.000","12,332.000","12,332.000",-1.60%
2020年10月23日,"12,532.000","12,532.000","12,532.000","12,532.000",-0.02%
2020年10月22日,"12,534.000","12,534.000","12,534.000","12,534.000",-0.25%
2020年10月21日,"12,565.000","12,565.000","12,565.000","12,565.000",0.10%
2020年10月20日,"12,553.000","12,553.000","12,553.000","12,553.000",-0.97%
2020年10月19日,"12,676.000","12,676.000","12,676.000","12,676.000",0.34%
2020年10月16日,"12,633.000","12,633.000","12,633.000","12,633.000",-0.82%
2020年10月15日,"12,737.000","12,737.000","12,737.000","12,737.000",-0.49%
2020年10月14日,"12,800.000","12,800.000","12,800.000","12,800.000",-0.71%
2020年10月13日,"12,892.000","12,892.000","12,892.000","12,892.000",0.58%
2020年10月12日,"12,818.000","12,818.000","12,818.000","12,818.000",-0.19%
2020年10月09日,"12,842.000","12,842.000","12,842.000","12,842.000",-0.40%
2020年10月08日,"12,893.000","12,893.000","12,893.000","12,893.000",-0.28%
2020年10月07日,"12,929.000","12,929.000","12,929.000","12,929.000",-0.64%
2020年10月06日,"13,012.000","13,012.000","13,012.000","13,012.000",0.61%
2020年10月05日,"12,933.000","12,933.000","12,933.000","12,933.000",1.36%
2020年10月02日,"12,759.000","12,759.000","12,759.000","12,759.000",-0.83%
2020年10月01日,"12,866.000","12,866.000","12,866.000","12,866.000",-0.01%
2020年09月30日,"12,867.000","12,867.000","12,867.000","12,867.000",-0.95%
2020年09月29日,"12,991.000","12,991.000","12,991.000","12,991.000",0.13%
2020年09月28日,"12,974.000","12,974.000","12,974.000","12,974.000",0.60%
2020年09月25日,"12,897.000","12,897.000","12,897.000","12,897.000",1.73%
2020年09月24日,"12,678.000","12,678.000","12,678.000","12,678.000",0.96%
2020年09月23日,"12,557.000","12,557.000","12,557.000","12,557.000",-0.36%
2020年09月18日,"12,603.000","12,603.000","12,603.000","12,603.000",-2.57%
2020年09月17日,"12,936.000","12,936.000","12,936.000","12,936.000",-0.02%
2020年09月16日,"12,938.000","12,938.000","12,938.000","12,938.000",1.27%
2020年09月15日,"12,776.000","12,776.000","12,776.000","12,776.000",1.04%
2020年09月14日,"12,644.000","12,644.000","12,644.000","12,644.000",0.33%
2020年09月11日,"12,602.000","12,602.000","12,602.000","12,602.000",-0.99%
2020年09月10日,"12,728.000","12,728.000","12,728.000","12,728.000",0.15%
2020年09月09日,"12,709.000","12,709.000","12,709.000","12,709.000",-0.36%
2020年09月08日,"12,755.000","12,755.000","12,755.000","12,755.000",0.20%
2020年09月07日,"12,730.000","12,730.000","12,730.000","12,730.000",-1.84%
2020年09月04日,"12,968.000","12,968.000","12,968.000","12,968.000",-0.70%
2020年09月03日,"13,060.000","13,060.000","13,060.000","13,060.000",1.36%
2020年09月02日,"12,885.000","12,885.000","12,885.000","12,885.000",0.64%
2020年09月01日,"12,803.000","12,803.000","12,803.000","12,803.000",-1.86%
2020年08月31日,"13,045.000","13,045.000","13,045.000","13,045.000",0.99%
2020年08月28日,"12,917.000","12,917.000","12,917.000","12,917.000",0.11%
2020年08月27日,"12,903.000","12,903.000","12,903.000","12,903.000",0.40%
2020年08月26日,"12,851.000","12,851.000","12,851.000","12,851.000",-0.78%
2020年08月25日,"12,952.000","12,952.000","12,952.000","12,952.000",0.68%
2020年08月24日,"12,865.000","12,865.000","12,865.000","12,865.000",-0.68%
2020年08月21日,"12,953.000","12,953.000","12,953.000","12,953.000",2.14%
2020年08月20日,"12,681.000","12,681.000","12,681.000","12,681.000",0.37%
2020年08月19日,"12,634.000","12,634.000","12,634.000","12,634.000",-1.16%
2020年08月18日,"12,782.000","12,782.000","12,782.000","12,782.000",1.09%
2020年08月17日,"12,644.000","12,644.000","12,644.000","12,644.000",0.17%
2020年08月14日,"12,622.000","12,622.000","12,622.000","12,622.000",-0.45%
2020年08月13日,"12,679.000","12,679.000","12,679.000","12,679.000",0.84%
2020年08月12日,"12,573.000","12,573.000","12,573.000","12,573.000",-0.02%
2020年08月11日,"12,575.000","12,575.000","12,575.000","12,575.000",0.36%
2020年08月07日,"12,530.000","12,530.000","12,530.000","12,530.000",-0.36%
2020年08月06日,"12,575.000","12,575.000","12,575.000","12,575.000",-1.34%
2020年08月05日,"12,746.000","12,746.000","12,746.000","12,746.000",0.84%
2020年08月04日,"12,640.000","12,640.000","12,640.000","12,640.000",1.84%
2020年08月03日,"12,412.000","12,412.000","12,412.000","12,412.000",-0.08%
2020年07月31日,"12,422.000","12,422.000","12,422.000","12,422.000",0.22%
2020年07月30日,"12,395.000","12,395.000","12,395.000","12,395.000",-1.01%
2020年07月29日,"12,522.000","12,522.000","12,522.000","12,522.000",0.42%
2020年07月28日,"12,470.000","12,470.000","12,470.000","12,470.000",-0.14%
2020年07月27日,"12,488.000","12,488.000","12,488.000","12,488.000",0.14%
2020年07月22日,"12,471.000","12,471.000","12,471.000","12,471.000",0.62%
2020年07月21日,"12,394.000","12,394.000","12,394.000","12,394.000",0.01%
2020年07月20日,"12,393.000","12,393.000","12,393.000","12,393.000",-0.02%
2020年07月17日,"12,395.000","12,395.000","12,395.000","12,395.000",0.27%
2020年07月16日,"12,362.000","12,362.000","12,362.000","12,362.000",-1.03%
2020年07月15日,"12,491.000","12,491.000","12,491.000","12,491.000",0.69%
2020年07月14日,"12,405.000","12,405.000","12,405.000","12,405.000",-0.34%
2020年07月13日,"12,447.000","12,447.000","12,447.000","12,447.000",-0.02%
2020年07月10日,"12,449.000","12,449.000","12,449.000","12,449.000",-1.17%
2020年07月09日,"12,596.000","12,596.000","12,596.000","12,596.000",-0.13%
2020年07月08日,"12,613.000","12,613.000","12,613.000","12,613.000",-0.12%
2020年07月07日,"12,628.000","12,628.000","12,628.000","12,628.000",0.29%
2020年07月06日,"12,592.000","12,592.000","12,592.000","12,592.000",-0.22%
2020年07月03日,"12,620.000","12,620.000","12,620.000","12,620.000",-0.32%
2020年07月02日,"12,660.000","12,660.000","12,660.000","12,660.000",1.75%
2020年07月01日,"12,442.000","12,442.000","12,442.000","12,442.000",0.31%
2020年06月30日,"12,403.000","12,403.000","12,403.000","12,403.000",-0.10%
2020年06月29日,"12,415.000","12,415.000","12,415.000","12,415.000",-2.64%
2020年06月26日,"12,751.000","12,751.000","12,751.000","12,751.000",1.93%
2020年06月25日,"12,510.000","12,510.000","12,510.000","12,510.000",-1.60%
2020年06月24日,"12,713.000","12,713.000","12,713.000","12,713.000",0.90%
2020年06月23日,"12,600.000","12,600.000","12,600.000","12,600.000",0.13%
2020年06月22日,"12,584.000","12,584.000","12,584.000","12,584.000",-0.17%
2020年06月19日,"12,606.000","12,606.000","12,606.000","12,606.000",-1.94%
2020年06月18日,"12,855.000","12,855.000","12,855.000","12,855.000",0.02%
2020年06月17日,"12,852.000","12,852.000","12,852.000","12,852.000",0.53%
2020年06月16日,"12,784.000","12,784.000","12,784.000","12,784.000",4.78%
2020年06月15日,"12,201.000","12,201.000","12,201.000","12,201.000",-4.80%
2020年06月12日,"12,816.000","12,816.000","12,816.000","12,816.000",0.31%
2020年06月11日,"12,776.000","12,776.000","12,776.000","12,776.000",-3.12%
2020年06月10日,"13,187.000","13,187.000","13,187.000","13,187.000",0.19%
2020年06月09日,"13,162.000","13,162.000","13,162.000","13,162.000",0.28%
2020年06月08日,"13,125.000","13,125.000","13,125.000","13,125.000",1.74%
2020年06月05日,"12,900.000","12,900.000","12,900.000","12,900.000",0.98%
2020年06月04日,"12,775.000","12,775.000","12,775.000","12,775.000",-1.94%
2020年06月03日,"13,028.000","13,028.000","13,028.000","13,028.000",2.23%
2020年06月02日,"12,744.000","12,744.000","12,744.000","12,744.000",2.11%
2020年06月01日,"12,481.000","12,481.000","12,481.000","12,481.000",-1.80%
2020年05月29日,"12,710.000","12,710.000","12,710.000","12,710.000",2.01%
2020年05月28日,"12,460.000","12,460.000","12,460.000","12,460.000",-0.12%
2020年05月27日,"12,475.000","12,475.000","12,475.000","12,475.000",1.03%
2020年05月26日,"12,348.000","12,348.000","12,348.000","12,348.000",1.30%
2020年05月25日,"12,190.000","12,190.000","12,190.000","12,190.000",1.27%
2020年05月22日,"12,037.000","12,037.000","12,037.000","12,037.000",0.21%
2020年05月21日,"12,012.000","12,012.000","12,012.000","12,012.000",0.07%
2020年05月20日,"12,003.000","12,003.000","12,003.000","12,003.000",1.12%
2020年05月19日,"11,870.000","11,870.000","11,870.000","11,870.000",1.77%
2020年05月18日,"11,664.000","11,664.000","11,664.000","11,664.000",1.29%
2020年05月15日,"11,516.000","11,516.000","11,516.000","11,516.000",-2.29%
2020年05月14日,"11,786.000","11,786.000","11,786.000","11,786.000",-1.29%
2020年05月13日,"11,940.000","11,940.000","11,940.000","11,940.000",-2.36%
2020年05月12日,"12,229.000","12,229.000","12,229.000","12,229.000",-2.36%
2020年05月11日,"12,525.000","12,525.000","12,525.000","12,525.000",1.83%
2020年05月08日,"12,300.000","12,300.000","12,300.000","12,300.000",5.34%
2020年05月07日,"11,676.000","11,676.000","11,676.000","11,676.000",0.96%
2020年05月01日,"11,565.000","11,565.000","11,565.000","11,565.000",-0.90%
2020年04月30日,"11,670.000","11,670.000","11,670.000","11,670.000",1.00%
2020年04月28日,"11,555.000","11,555.000","11,555.000","11,555.000",-1.40%
2020年04月27日,"11,719.000","11,719.000","11,719.000","11,719.000",1.84%
2020年04月24日,"11,507.000","11,507.000","11,507.000","11,507.000",-1.38%
2020年04月23日,"11,668.000","11,668.000","11,668.000","11,668.000",3.11%
2020年04月22日,"11,316.000","11,316.000","11,316.000","11,316.000",-0.95%
2020年04月21日,"11,425.000","11,425.000","11,425.000","11,425.000",-2.70%
2020年04月20日,"11,742.000","11,742.000","11,742.000","11,742.000",0.63%
2020年04月17日,"11,668.000","11,668.000","11,668.000","11,668.000",1.69%
2020年04月16日,"11,474.000","11,474.000","11,474.000","11,474.000",1.21%
2020年04月15日,"11,337.000","11,337.000","11,337.000","11,337.000",-0.72%
2020年04月14日,"11,419.000","11,419.000","11,419.000","11,419.000",0.51%
2020年04月13日,"11,361.000","11,361.000","11,361.000","11,361.000",0.14%
2020年04月10日,"11,345.000","11,345.000","11,345.000","11,345.000",0.48%
2020年04月09日,"11,291.000","11,291.000","11,291.000","11,291.000",0.01%
2020年04月08日,"11,290.000","11,290.000","11,290.000","11,290.000",0.66%
2020年04月07日,"11,216.000","11,216.000","11,216.000","11,216.000",8.49%
2020年04月06日,"10,338.000","10,338.000","10,338.000","10,338.000",-1.08%
2020年04月03日,"10,451.000","10,451.000","10,451.000","10,451.000",-2.74%
2020年04月02日,"10,745.000","10,745.000","10,745.000","10,745.000",-2.89%
2020年04月01日,"11,065.000","11,065.000","11,065.000","11,065.000",-6.77%
2020年03月31日,"11,868.000","11,868.000","11,868.000","11,868.000",2.80%
2020年03月30日,"11,545.000","11,545.000","11,545.000","11,545.000",2.55%
2020年03月27日,"11,258.000","11,258.000","11,258.000","11,258.000",-1.99%
2020年03月26日,"11,486.000","11,486.000","11,486.000","11,486.000",-4.09%
2020年03月25日,"11,976.000","11,976.000","11,976.000","11,976.000",12.74%
2020年03月24日,"10,623.000","10,623.000","10,623.000","10,623.000",12.53%
2020年03月23日,"9,440.000","9,440.000","9,440.000","9,440.000",12.13%
2020年03月19日,"8,419.000","8,419.000","8,419.000","8,419.000",-17.01%
2020年03月18日,"10,144.000","10,144.000","10,144.000","10,144.000",-8.52%
2020年03月17日,"11,089.000","11,089.000","11,089.000","11,089.000",-2.53%
2020年03月16日,"11,377.000","11,377.000","11,377.000","11,377.000",-1.87%
2020年03月13日,"11,594.000","11,594.000","11,594.000","11,594.000",-10.99%
2020年03月12日,"13,026.000","13,026.000","13,026.000","13,026.000",-7.04%
2020年03月11日,"14,013.000","14,013.000","14,013.000","14,013.000",-0.04%
2020年03月10日,"14,019.000","14,019.000","14,019.000","14,019.000",-0.82%
2020年03月09日,"14,135.000","14,135.000","14,135.000","14,135.000",-6.92%
2020年03月06日,"15,186.000","15,186.000","15,186.000","15,186.000",-2.98%
2020年03月05日,"15,653.000","15,653.000","15,653.000","15,653.000",2.25%
2020年03月04日,"15,309.000","15,309.000","15,309.000","15,309.000",1.39%
2020年03月03日,"15,099.000","15,099.000","15,099.000","15,099.000",0.77%
2020年03月02日,"14,984.000","14,984.000","14,984.000","14,984.000",-0.56%
2020年02月28日,"15,069.000","15,069.000","15,069.000","15,069.000",-5.93%
2020年02月27日,"16,019.000","16,019.000","16,019.000","16,019.000",-1.84%
2020年02月26日,"16,319.000","16,319.000","16,319.000","16,319.000",-1.62%
2020年02月25日,"16,588.000","16,588.000","16,588.000","16,588.000",-1.36%
2020年02月21日,"16,817.000","16,817.000","16,817.000","16,817.000",-0.18%
2020年02月20日,"16,847.000","16,847.000","16,847.000","16,847.000",0.40%
2020年02月19日,"16,780.000","16,780.000","16,780.000","16,780.000",0.07%
2020年02月18日,"16,769.000","16,769.000","16,769.000","16,769.000",0.56%
2020年02月17日,"16,676.000","16,676.000","16,676.000","16,676.000",-0.11%
2020年02月14日,"16,694.000","16,694.000","16,694.000","16,694.000",0.28%
2020年02月13日,"16,647.000","16,647.000","16,647.000","16,647.000",0.13%
2020年02月12日,"16,626.000","16,626.000","16,626.000","16,626.000",0.68%
2020年02月10日,"16,514.000","16,514.000","16,514.000","16,514.000",-0.11%
2020年02月07日,"16,532.000","16,532.000","16,532.000","16,532.000",0.60%
2020年02月06日,"16,434.000","16,434.000","16,434.000","16,434.000",-0.14%
2020年02月05日,"16,457.000","16,457.000","16,457.000","16,457.000",0.60%
2020年02月04日,"16,359.000","16,359.000","16,359.000","16,359.000",0.04%
2020年02月03日,"16,352.000","16,352.000","16,352.000","16,352.000",-1.13%
2020年01月31日,"16,539.000","16,539.000","16,539.000","16,539.000",0.79%
2020年01月30日,"16,410.000","16,410.000","16,410.000","16,410.000",0.43%
2020年01月29日,"16,339.000","16,339.000","16,339.000","16,339.000",0.33%
2020年01月28日,"16,285.000","16,285.000","16,285.000","16,285.000",0.20%
2020年01月27日,"16,253.000","16,253.000","16,253.000","16,253.000",-0.20%
2020年01月24日,"16,285.000","16,285.000","16,285.000","16,285.000",0.41%
2020年01月23日,"16,218.000","16,218.000","16,218.000","16,218.000",-0.11%
2020年01月22日,"16,236.000","16,236.000","16,236.000","16,236.000",1.00%
2020年01月21日,"16,075.000","16,075.000","16,075.000","16,075.000",-0.12%
2020年01月20日,"16,095.000","16,095.000","16,095.000","16,095.000",0.63%
2020年01月17日,"15,994.000","15,994.000","15,994.000","15,994.000",0.79%
2020年01月16日,"15,868.000","15,868.000","15,868.000","15,868.000",0.67%
2020年01月15日,"15,763.000","15,763.000","15,763.000","15,763.000",-0.21%
2020年01月14日,"15,796.000","15,796.000","15,796.000","15,796.000",0.17%
2020年01月10日,"15,769.000","15,769.000","15,769.000","15,769.000",0.10%
2020年01月09日,"15,753.000","15,753.000","15,753.000","15,753.000",0.48%
2020年01月08日,"15,677.000","15,677.000","15,677.000","15,677.000",-1.32%
2020年01月07日,"15,886.000","15,886.000","15,886.000","15,886.000",-0.51%
2020年01月06日,"15,967.000","15,967.000","15,967.000","15,967.000",0.23%
2019年12月30日,"15,930.000","15,930.000","15,930.000","15,930.000",-0.04%
2019年12月27日,"15,937.000","15,937.000","15,937.000","15,937.000",0.06%
2019年12月26日,"15,927.000","15,927.000","15,927.000","15,927.000",0.78%
2019年12月25日,"15,803.000","15,803.000","15,803.000","15,803.000",0.93%
2019年12月24日,"15,657.000","15,657.000","15,657.000","15,657.000",0.39%
2019年12月23日,"15,596.000","15,596.000","15,596.000","15,596.000",0.01%
2019年12月20日,"15,595.000","15,595.000","15,595.000","15,595.000",-0.37%
2019年12月19日,"15,653.000","15,653.000","15,653.000","15,653.000",0.51%
2019年12月18日,"15,573.000","15,573.000","15,573.000","15,573.000",0.03%
2019年12月17日,"15,569.000","15,569.000","15,569.000","15,569.000",0.25%
2019年12月16日,"15,530.000","15,530.000","15,530.000","15,530.000",-0.47%
2019年12月13日,"15,604.000","15,604.000","15,604.000","15,604.000",-1.27%
2019年12月12日,"15,804.000","15,804.000","15,804.000","15,804.000",-0.03%
2019年12月11日,"15,809.000","15,809.000","15,809.000","15,809.000",-0.57%
2019年12月10日,"15,900.000","15,900.000","15,900.000","15,900.000",-0.04%
2019年12月09日,"15,907.000","15,907.000","15,907.000","15,907.000",-0.34%
2019年12月06日,"15,961.000","15,961.000","15,961.000","15,961.000",0.21%
2019年12月05日,"15,927.000","15,927.000","15,927.000","15,927.000",-0.19%
2019年12月04日,"15,958.000","15,958.000","15,958.000","15,958.000",-0.30%
2019年12月03日,"16,006.000","16,006.000","16,006.000","16,006.000",-0.90%
2019年12月02日,"16,151.000","16,151.000","16,151.000","16,151.000",-0.58%
2019年11月29日,"16,246.000","16,246.000","16,246.000","16,246.000",-0.36%
2019年11月28日,"16,305.000","16,305.000","16,305.000","16,305.000",0.02%
2019年11月27日,"16,301.000","16,301.000","16,301.000","16,301.000",0.69%
2019年11月26日,"16,189.000","16,189.000","16,189.000","16,189.000",0.54%
2019年11月25日,"16,102.000","16,102.000","16,102.000","16,102.000",-0.39%
2019年11月22日,"16,165.000","16,165.000","16,165.000","16,165.000",-0.71%
2019年11月21日,"16,281.000","16,281.000","16,281.000","16,281.000",-0.26%
2019年11月20日,"16,323.000","16,323.000","16,323.000","16,323.000",2.01%
2019年11月19日,"16,001.000","16,001.000","16,001.000","16,001.000",1.12%
2019年11月18日,"15,824.000","15,824.000","15,824.000","15,824.000",0.69%
2019年11月15日,"15,716.000","15,716.000","15,716.000","15,716.000",1.58%
2019年11月14日,"15,471.000","15,471.000","15,471.000","15,471.000",0.69%
2019年11月13日,"15,365.000","15,365.000","15,365.000","15,365.000",-0.96%
2019年11月12日,"15,514.000","15,514.000","15,514.000","15,514.000",-2.02%
2019年11月11日,"15,834.000","15,834.000","15,834.000","15,834.000",-0.31%
2019年11月08日,"15,884.000","15,884.000","15,884.000","15,884.000",-2.33%
2019年11月07日,"16,263.000","16,263.000","16,263.000","16,263.000",0.01%
2019年11月06日,"16,261.000","16,261.000","16,261.000","16,261.000",-1.12%
2019年11月05日,"16,445.000","16,445.000","16,445.000","16,445.000",0.01%
2019年11月01日,"16,443.000","16,443.000","16,443.000","16,443.000",0.34%
2019年10月31日,"16,387.000","16,387.000","16,387.000","16,387.000",0.44%
2019年10月30日,"16,316.000","16,316.000","16,316.000","16,316.000",-0.35%
2019年10月29日,"16,373.000","16,373.000","16,373.000","16,373.000",0.44%
2019年10月28日,"16,302.000","16,302.000","16,302.000","16,302.000",0.01%
2019年10月25日,"16,300.000","16,300.000","16,300.000","16,300.000",-0.02%
2019年10月24日,"16,304.000","16,304.000","16,304.000","16,304.000",-0.59%
2019年10月23日,"16,401.000","16,401.000","16,401.000","16,401.000",-0.22%
2019年10月21日,"16,437.000","16,437.000","16,437.000","16,437.000",1.05%
2019年10月18日,"16,267.000","16,267.000","16,267.000","16,267.000",-0.48%
2019年10月17日,"16,345.000","16,345.000","16,345.000","16,345.000",-0.16%
2019年10月16日,"16,371.000","16,371.000","16,371.000","16,371.000",1.21%
2019年10月15日,"16,176.000","16,176.000","16,176.000","16,176.000",-0.28%
2019年10月11日,"16,221.000","16,221.000","16,221.000","16,221.000",-0.20%
2019年10月10日,"16,254.000","16,254.000","16,254.000","16,254.000",-0.83%
2019年10月09日,"16,390.000","16,390.000","16,390.000","16,390.000",0.65%
2019年10月08日,"16,284.000","16,284.000","16,284.000","16,284.000",0.94%
2019年10月07日,"16,133.000","16,133.000","16,133.000","16,133.000",0.22%
2019年10月04日,"16,098.000","16,098.000","16,098.000","16,098.000",1.04%
2019年10月03日,"15,933.000","15,933.000","15,933.000","15,933.000",0.26%
2019年10月02日,"15,892.000","15,892.000","15,892.000","15,892.000",0.35%
2019年10月01日,"15,837.000","15,837.000","15,837.000","15,837.000",-0.48%
2019年09月30日,"15,913.000","15,913.000","15,913.000","15,913.000",-0.07%
2019年09月27日,"15,924.000","15,924.000","15,924.000","15,924.000",0.77%
2019年09月26日,"15,802.000","15,802.000","15,802.000","15,802.000",0.57%
2019年09月25日,"15,712.000","15,712.000","15,712.000","15,712.000",1.05%
2019年09月24日,"15,549.000","15,549.000","15,549.000","15,549.000",-0.40%
2019年09月20日,"15,612.000","15,612.000","15,612.000","15,612.000",0.81%
2019年09月19日,"15,486.000","15,486.000","15,486.000","15,486.000",0.52%
2019年09月18日,"15,406.000","15,406.000","15,406.000","15,406.000",-0.16%
2019年09月17日,"15,431.000","15,431.000","15,431.000","15,431.000",-0.55%
2019年09月13日,"15,517.000","15,517.000","15,517.000","15,517.000",1.44%
2019年09月12日,"15,296.000","15,296.000","15,296.000","15,296.000",-0.42%
2019年09月11日,"15,360.000","15,360.000","15,360.000","15,360.000",-0.95%
2019年09月10日,"15,507.000","15,507.000","15,507.000","15,507.000",-0.75%
2019年09月09日,"15,624.000","15,624.000","15,624.000","15,624.000",0.88%
2019年09月06日,"15,488.000","15,488.000","15,488.000","15,488.000",0.75%
2019年09月05日,"15,372.000","15,372.000","15,372.000","15,372.000",0.33%
2019年09月04日,"15,321.000","15,321.000","15,321.000","15,321.000",0.90%
2019年09月03日,"15,184.000","15,184.000","15,184.000","15,184.000",-0.25%
2019年09月02日,"15,222.000","15,222.000","15,222.000","15,222.000",-0.37%
2019年08月30日,"15,278.000","15,278.000","15,278.000","15,278.000",-0.07%
2019年08月29日,"15,289.000","15,289.000","15,289.000","15,289.000",0.28%
2019年08月28日,"15,247.000","15,247.000","15,247.000","15,247.000",1.01%
2019年08月27日,"15,094.000","15,094.000","15,094.000","15,094.000",-0.42%
2019年08月26日,"15,158.000","15,158.000","15,158.000","15,158.000",-0.05%
2019年08月23日,"15,165.000","15,165.000","15,165.000","15,165.000",-0.11%
2019年08月22日,"15,182.000","15,182.000","15,182.000","15,182.000",0.12%
2019年08月21日,"15,164.000","15,164.000","15,164.000","15,164.000",-0.24%
2019年08月20日,"15,201.000","15,201.000","15,201.000","15,201.000",0.16%
2019年08月19日,"15,176.000","15,176.000","15,176.000","15,176.000",0.23%
2019年08月16日,"15,141.000","15,141.000","15,141.000","15,141.000",0.90%
2019年08月15日,"15,006.000","15,006.000","15,006.000","15,006.000",0.80%
2019年08月14日,"14,887.000","14,887.000","14,887.000","14,887.000",0.09%
2019年08月13日,"14,874.000","14,874.000","14,874.000","14,874.000",0.26%
2019年08月09日,"14,836.000","14,836.000","14,836.000","14,836.000",0.03%
2019年08月08日,"14,831.000","14,831.000","14,831.000","14,831.000",0.20%
