日付け,終値,始値,高値,安値,出来高,変化率 %
2021年08月06日,120.52,120.98,121.15,120.40,111.79K,-0.31%
2021年08月05日,120.89,120.73,121.15,120.69,117.63K,0.17%
2021年08月04日,120.68,120.68,120.97,120.38,118.78K,0.05%
2021年08月03日,120.62,120.71,121.04,120.40,95.66K,-0.02%
2021年08月02日,120.64,121.06,121.24,120.58,82.90K,-0.39%
2021年07月30日,121.11,120.80,121.21,120.68,87.50K,0.26%
2021年07月29日,120.79,120.77,121.07,120.54,123.48K,0.05%
2021年07月28日,120.73,120.01,120.81,119.90,111.58K,0.61%
2021年07月27日,120.00,120.46,120.60,119.86,111.01K,-0.35%
2021年07月26日,120.42,120.29,120.61,119.85,86.09K,0.16%
2021年07月23日,120.23,119.86,120.28,119.73,86.76K,0.34%
2021年07月22日,119.82,120.22,120.29,119.65,99.85K,-0.26%
2021年07月21日,120.13,119.17,120.28,119.07,98.50K,0.84%
2021年07月20日,119.13,119.21,119.49,118.64,117.65K,-0.08%
2021年07月19日,119.22,119.78,119.82,118.92,109.12K,-0.36%
2021年07月16日,119.65,119.71,120.07,119.50,112.06K,-0.02%
2021年07月15日,119.67,120.21,120.46,119.54,101.51K,-0.39%
2021年07月14日,120.14,120.44,120.52,120.01,93.53K,-0.21%
2021年07月13日,120.39,120.63,120.75,120.03,91.36K,-0.14%
2021年07月12日,120.56,120.35,120.66,120.16,90.52K,0.06%
2021年07月09日,120.49,119.92,120.57,119.83,97.40K,0.51%
2021年07月08日,119.88,119.57,120.07,118.97,115.27K,0.30%
2021年07月07日,119.52,119.68,120.06,119.32,116.06K,-0.13%
2021年07月06日,119.67,120.32,120.53,119.56,123.02K,-0.53%
2021年07月05日,120.31,120.61,120.65,120.21,96.97K,-0.21%
2021年07月02日,120.56,120.54,120.70,120.24,93.06K,0.06%
2021年07月01日,120.49,120.10,120.71,119.91,94.57K,0.35%
2021年06月30日,120.07,120.03,120.14,119.61,94.71K,0.08%
2021年06月29日,119.98,120.32,120.39,119.78,91.85K,-0.25%
2021年06月28日,120.28,120.75,120.92,120.17,81.31K,-0.33%
2021年06月25日,120.68,120.82,120.96,120.58,90.88K,-0.08%
2021年06月24日,120.78,120.75,121.00,120.47,110.84K,0.06%
2021年06月23日,120.71,120.53,121.01,120.40,84.96K,0.17%
2021年06月22日,120.50,120.20,120.60,119.86,94.48K,0.31%
2021年06月21日,120.13,119.51,120.22,118.86,107.58K,0.60%
2021年06月18日,119.41,120.11,120.27,119.26,118.40K,-0.55%
2021年06月17日,120.07,121.82,121.96,119.93,117.67K,-1.40%
2021年06月16日,121.78,122.57,122.64,121.76,88.45K,-0.63%
2021年06月15日,122.55,122.29,122.79,122.25,86.10K,0.24%
2021年06月14日,122.26,122.08,122.41,121.84,76.04K,0.16%
2021年06月11日,122.06,122.22,122.50,121.96,84.10K,-0.10%
2021年06月10日,122.18,122.40,122.57,122.03,95.80K,-0.12%
2021年06月09日,122.33,122.10,122.50,121.96,87.71K,0.22%
2021年06月08日,122.06,121.72,122.20,121.62,98.63K,0.31%
2021年06月07日,121.68,121.76,121.93,121.44,83.85K,-0.02%
2021年06月04日,121.71,122.07,122.14,121.61,98.65K,-0.28%
2021年06月03日,122.05,122.03,122.17,121.73,91.66K,0.06%
2021年06月02日,121.98,122.04,122.33,121.71,91.89K,-0.01%
2021年06月01日,121.99,121.83,122.28,121.67,103.70K,0.18%
2021年05月31日,121.77,121.98,122.17,121.58,104.45K,-0.25%
2021年05月28日,122.08,122.43,122.55,121.87,110.49K,-0.26%
2021年05月27日,122.40,121.54,122.55,121.39,140.22K,0.74%
2021年05月26日,121.50,121.47,121.79,121.36,134.04K,0.07%
2021年05月25日,121.42,121.18,121.85,121.14,145.66K,0.23%
2021年05月24日,121.14,121.39,121.46,121.01,107.14K,-0.14%
2021年05月21日,121.31,121.24,121.48,120.94,118.66K,0.12%
2021年05月20日,121.17,120.79,121.26,120.64,117.41K,0.32%
2021年05月19日,120.78,121.28,121.54,120.54,131.92K,-0.39%
2021年05月18日,121.25,120.89,121.55,120.83,124.07K,0.34%
2021年05月17日,120.84,121.14,121.42,120.88,100.60K,-0.37%
2021年05月14日,121.29,120.81,121.36,120.71,100.62K,0.43%
2021年05月13日,120.77,120.60,121.07,120.49,123.75K,0.17%
2021年05月12日,120.56,120.19,120.72,119.89,116.72K,0.34%
2021年05月11日,120.15,120.71,120.99,120.12,134.13K,-0.43%
2021年05月10日,120.67,120.68,121.11,120.02,127.18K,0.15%
2021年05月07日,120.49,120.21,120.64,119.89,112.78K,0.27%
2021年05月06日,120.16,119.61,120.42,119.50,122.13K,0.50%
2021年05月05日,119.56,119.68,119.78,119.25,122.89K,-0.06%
2021年05月04日,119.63,119.72,119.86,119.43,117.88K,-0.05%
2021年05月03日,119.69,119.61,120.19,119.53,96.31K,0.08%
2021年04月30日,119.59,119.89,120.01,119.56,132.48K,-0.22%
2021年04月29日,119.85,119.39,120.13,119.27,105.08K,0.41%
2021年04月28日,119.36,119.04,119.53,118.68,122.60K,0.33%
2021年04月27日,118.97,118.22,119.04,118.08,136.67K,0.69%
2021年04月26日,118.16,118.19,118.33,117.71,118.32K,0.06%
2021年04月23日,118.09,117.76,118.25,117.49,114.06K,0.30%
2021年04月22日,117.74,117.83,118.17,117.57,125.21K,-0.06%
2021年04月21日,117.81,118.01,118.11,117.56,112.16K,-0.14%
2021年04月20日,117.98,118.18,118.69,117.92,127.95K,-0.15%
2021年04月19日,118.16,118.32,118.50,117.80,108.04K,-0.03%
2021年04月16日,118.19,117.88,118.65,117.76,125.30K,0.32%
2021年04月15日,117.81,118.08,118.16,117.64,128.61K,-0.18%
2021年04月14日,118.02,118.42,118.62,117.95,125.14K,-0.31%
2021年04月13日,118.39,118.56,118.77,118.01,139.50K,-0.11%
2021年04月12日,118.52,118.57,118.73,118.14,121.13K,0.01%
2021年04月09日,118.51,118.11,118.66,118.07,99.60K,0.36%
2021年04月08日,118.08,118.18,118.32,117.61,109.70K,-0.04%
2021年04月07日,118.13,117.89,118.39,117.54,129.62K,0.24%
2021年04月06日,117.85,117.65,118.01,117.36,107.88K,0.21%
2021年04月05日,117.60,117.49,117.75,117.18,81.30K,0.14%
2021年04月02日,117.43,117.41,117.59,117.26,84.04K,0.06%
2021年04月01日,117.36,117.36,117.59,116.93,118.93K,0.06%
2021年03月31日,117.29,117.14,117.70,117.04,126.40K,0.18%
2021年03月30日,117.08,116.89,117.22,116.82,95.84K,0.21%
2021年03月29日,116.84,116.76,117.07,116.41,107.34K,0.09%
2021年03月26日,116.73,116.14,116.88,116.07,110.89K,0.54%
2021年03月25日,116.10,116.22,116.69,116.08,106.39K,-0.08%
2021年03月24日,116.19,116.27,116.39,115.89,118.26K,-0.01%
2021年03月23日,116.20,117.88,117.94,116.17,113.29K,-1.41%
2021年03月22日,117.86,117.18,117.92,116.60,102.29K,0.64%
2021年03月19日,117.11,117.45,117.64,116.88,120.08K,-0.26%
2021年03月18日,117.42,117.97,118.20,117.21,138.67K,-0.43%
2021年03月17日,117.93,117.87,118.10,117.46,115.74K,0.08%
2021年03月16日,117.83,117.68,118.11,117.44,103.49K,0.16%
2021年03月15日,117.64,117.35,117.71,117.19,116.78K,0.38%
2021年03月12日,117.19,117.32,117.57,116.98,136.43K,-0.13%
2021年03月11日,117.34,116.57,117.44,116.48,131.13K,0.70%
2021年03月10日,116.52,116.93,117.18,116.49,135.03K,-0.32%
2021年03月09日,116.89,116.25,117.01,116.17,148.51K,0.60%
2021年03月08日,116.19,116.43,116.72,116.06,127.37K,-0.12%
2021年03月05日,116.33,116.26,116.96,116.01,143.42K,0.09%
2021年03月04日,116.23,116.32,116.60,115.96,147.43K,-0.04%
2021年03月03日,116.28,116.62,116.89,116.28,133.18K,-0.27%
2021年03月02日,116.60,116.68,116.87,116.24,134.90K,-0.03%
2021年03月01日,116.63,117.31,117.68,116.36,149.95K,-0.57%
2021年02月26日,117.30,117.44,117.81,117.01,166.16K,-0.09%
2021年02月25日,117.40,116.79,117.71,116.67,185.09K,0.56%
2021年02月24日,116.75,116.28,116.88,116.14,153.09K,0.44%
2021年02月23日,116.24,117.25,117.43,116.21,135.33K,-0.82%
2021年02月22日,117.20,117.58,117.83,117.09,124.64K,-0.33%
2021年02月19日,117.59,117.97,118.10,117.57,138.61K,-0.27%
2021年02月18日,117.91,117.79,118.03,117.66,145.15K,0.14%
2021年02月17日,117.75,118.85,118.89,117.71,181.59K,-0.88%
2021年02月16日,118.80,118.36,118.86,118.25,157.98K,0.41%
2021年02月15日,118.32,117.61,118.43,117.60,119.95K,0.55%
2021年02月12日,117.67,117.71,117.91,117.53,127.02K,0.02%
2021年02月11日,117.65,117.48,117.74,117.39,134.74K,0.18%
2021年02月10日,117.44,117.22,117.75,117.10,164.89K,0.23%
2021年02月09日,117.17,117.08,117.25,116.89,150.56K,0.10%
2021年02月08日,117.05,117.22,117.36,116.97,126.93K,-0.10%
2021年02月05日,117.17,116.68,117.28,116.64,138.97K,0.40%
2021年02月04日,116.70,116.81,116.90,116.58,127.70K,-0.06%
2021年02月03日,116.77,117.00,117.04,116.71,113.67K,-0.17%
2021年02月02日,116.97,116.98,117.28,116.84,140.67K,0.03%
2021年02月01日,116.94,117.57,117.75,116.94,138.04K,-0.51%
2021年01月29日,117.54,117.26,118.03,117.18,167.43K,0.28%
2021年01月28日,117.21,117.13,117.59,117.00,160.09K,0.10%
2021年01月27日,117.09,116.84,117.26,116.73,163.31K,0.25%
2021年01月26日,116.80,116.76,116.96,116.61,134.22K,0.06%
2021年01月25日,116.73,117.23,117.36,116.72,132.84K,-0.38%
2021年01月22日,117.17,116.89,117.34,116.78,171.60K,0.26%
2021年01月21日,116.87,116.36,117.01,116.26,172.14K,0.49%
2021年01月20日,116.30,116.90,117.08,116.22,176.26K,-0.50%
2021年01月19日,116.89,116.44,117.29,116.32,163.40K,0.45%
2021年01月18日,116.37,116.64,116.68,116.26,152.93K,-0.16%
2021年01月15日,116.56,116.85,116.94,116.49,163.95K,-0.23%
2021年01月14日,116.83,117.01,117.33,116.74,180.35K,-0.08%
2021年01月13日,116.92,117.04,117.25,116.83,175.39K,-0.09%
2021年01月12日,117.02,117.12,117.27,116.93,167.62K,-0.05%
2021年01月11日,117.08,117.46,117.50,116.87,158.69K,-0.21%
2021年01月08日,117.33,117.23,117.63,117.03,166.88K,0.09%
2021年01月07日,117.22,117.29,117.55,117.12,171.79K,-0.03%
2021年01月06日,117.26,116.92,117.54,116.78,147.44K,0.32%
2021年01月05日,116.89,116.99,117.18,116.72,143.75K,-0.03%
2021年01月04日,116.93,117.03,117.33,116.43,124.49K,0.23%
2021年01月01日,116.67,116.60,116.78,116.07,,0.06%
2020年12月31日,116.59,117.10,117.24,116.55,142.30K,-0.39%
2020年12月30日,117.05,117.16,117.28,116.47,155.16K,-0.01%
2020年12月29日,117.06,116.75,117.26,116.58,127.42K,0.32%
2020年12月28日,116.69,116.36,116.88,116.13,113.06K,0.33%
2020年12月25日,116.31,116.35,116.54,116.13,17.72K,0.03%
2020年12月24日,116.27,116.64,116.82,116.14,152.87K,-0.27%
2020年12月23日,116.58,116.48,116.69,116.14,148.35K,0.12%
2020年12月22日,116.44,116.64,116.94,116.39,165.42K,-0.14%
2020年12月21日,116.60,117.02,117.11,116.42,158.06K,-0.27%
2020年12月18日,116.92,116.59,117.21,116.51,153.56K,0.33%
2020年12月17日,116.54,116.86,116.97,116.37,170.51K,-0.24%
2020年12月16日,116.82,117.04,117.14,116.72,162.90K,-0.15%
2020年12月15日,117.00,117.36,117.63,116.87,107.62K,-0.27%
2020年12月14日,117.32,117.03,117.49,116.81,114.30K,0.36%
2020年12月11日,116.90,117.63,117.74,116.63,127.08K,-0.58%
2020年12月10日,117.58,117.18,117.79,117.12,122.21K,0.34%
2020年12月09日,117.18,117.14,117.47,117.01,113.39K,0.07%
2020年12月08日,117.10,116.80,117.26,116.66,120.83K,0.25%
2020年12月07日,116.81,116.71,117.21,116.55,126.37K,0.11%
2020年12月04日,116.68,116.53,117.07,116.45,138.73K,0.16%
2020年12月03日,116.49,116.74,116.96,116.43,145.85K,-0.15%
2020年12月02日,116.67,115.93,116.84,115.86,148.83K,0.67%
2020年12月01日,115.89,114.74,116.03,114.68,151.34K,1.06%
2020年11月30日,114.67,115.00,115.67,114.71,130.95K,-0.36%
2020年11月27日,115.09,115.00,115.14,114.55,142.76K,0.14%
2020年11月26日,114.93,115.03,115.14,114.62,142.20K,-0.06%
2020年11月25日,115.00,114.60,115.04,114.21,166.98K,0.38%
2020年11月24日,114.57,114.56,114.89,114.14,179.73K,0.03%
2020年11月23日,114.53,114.01,114.64,113.80,150.12K,0.50%
2020年11月20日,113.96,113.87,114.24,113.76,158.71K,0.11%
2020年11月19日,113.83,113.94,114.14,113.74,161.75K,-0.10%
2020年11月18日,113.94,114.36,114.37,113.81,149.77K,-0.30%
2020年11月17日,114.28,114.56,114.69,114.26,149.43K,-0.21%
2020年11月16日,114.52,114.62,115.03,114.44,139.54K,-0.06%
2020年11月13日,114.59,114.90,115.00,114.48,149.83K,-0.24%
2020年11月12日,114.87,114.90,115.37,114.71,174.78K,0.00%
2020年11月11日,114.87,115.06,115.25,114.74,164.79K,-0.09%
2020年11月10日,114.97,115.35,115.43,114.82,198.95K,-0.29%
2020年11月09日,115.31,114.82,116.14,114.64,216.60K,0.55%
2020年11月06日,114.68,114.44,115.11,114.21,228.80K,0.22%
2020年11月05日,114.43,114.53,114.99,114.21,223.20K,0.03%
2020年11月04日,114.40,114.53,114.99,114.22,255.02K,-0.04%
2020年11月03日,114.45,113.91,114.68,113.82,132.69K,0.49%
2020年11月02日,113.89,114.05,114.37,113.80,117.18K,-0.18%
2020年10月30日,114.10,114.31,114.50,113.76,153.19K,-0.13%
2020年10月29日,114.25,114.57,114.93,114.06,141.12K,-0.24%
2020年10月28日,114.52,114.90,115.06,114.18,155.18K,-0.30%
2020年10月27日,114.86,115.51,115.62,114.89,125.42K,-0.54%
2020年10月26日,115.48,115.76,115.99,115.44,124.01K,-0.22%
2020年10月23日,115.73,115.57,115.94,115.17,150.73K,0.15%
2020年10月22日,115.56,115.49,115.68,115.26,156.10K,0.09%
2020年10月21日,115.46,116.31,116.42,115.44,145.62K,-0.71%
2020年10月20日,116.28,115.81,116.62,115.75,137.39K,0.44%
2020年10月19日,115.77,115.20,116.02,115.01,101.65K,0.50%
2020年10月16日,115.19,115.25,115.49,114.85,107.82K,-0.02%
2020年10月15日,115.21,115.03,115.36,114.97,118.38K,0.17%
2020年10月14日,115.02,115.28,115.43,115.01,116.07K,-0.17%
2020年10月13日,115.22,115.85,116.00,115.25,134.00K,-0.49%
2020年10月12日,115.79,116.13,116.29,115.69,122.74K,-0.16%
2020年10月09日,115.97,115.64,116.21,115.46,128.83K,0.33%
2020年10月08日,115.59,115.52,115.76,115.21,161.83K,0.10%
2020年10月07日,115.48,115.07,115.78,114.96,156.39K,0.38%
2020年10月06日,115.04,115.50,115.73,114.96,149.35K,-0.36%
2020年10月05日,115.45,114.39,115.63,114.37,138.34K,1.08%
2020年10月02日,114.22,114.87,114.96,114.02,179.25K,-0.55%
2020年10月01日,114.85,114.51,115.24,114.42,176.96K,0.37%
2020年09月30日,114.43,114.90,115.08,114.35,161.66K,-0.39%
2020年09月29日,114.88,114.11,115.01,114.01,135.40K,0.71%
2020年09月28日,114.07,113.64,114.26,113.25,132.18K,0.32%
2020年09月25日,113.71,113.76,113.94,113.51,167.19K,0.01%
2020年09月24日,113.70,114.05,114.42,113.63,180.53K,-0.27%
2020年09月23日,114.01,114.08,114.29,113.90,178.93K,-0.03%
2020年09月22日,114.04,114.43,114.56,114.01,153.05K,-0.31%
2020年09月21日,114.40,114.74,114.90,113.68,143.84K,-0.21%
2020年09月18日,114.64,115.29,115.48,114.53,143.02K,-0.53%
2020年09月17日,115.25,115.40,115.51,114.72,158.44K,-0.10%
2020年09月16日,115.37,116.10,116.20,115.26,139.86K,-0.58%
2020年09月15日,116.04,116.43,116.81,115.98,108.43K,-0.30%
2020年09月14日,116.39,116.73,116.94,116.30,89.74K,-0.34%
2020年09月11日,116.79,116.54,117.01,116.46,104.46K,0.23%
2020年09月10日,116.52,116.39,117.32,116.24,118.65K,0.16%
2020年09月09日,116.33,115.53,116.47,115.14,118.96K,0.73%
2020年09月08日,115.49,115.99,116.07,115.26,127.77K,-0.41%
2020年09月07日,115.96,116.37,116.50,115.88,96.78K,-0.28%
2020年09月04日,116.28,116.77,116.82,116.06,120.49K,-0.39%
2020年09月03日,116.73,116.62,117.03,116.24,126.67K,0.14%
2020年09月02日,116.57,116.53,116.71,116.11,130.27K,0.05%
2020年09月01日,116.51,117.21,117.51,116.46,136.50K,-0.55%
2020年08月31日,117.15,116.53,117.82,116.43,133.23K,0.56%
2020年08月28日,116.50,117.22,117.92,116.30,155.58K,-0.59%
2020年08月27日,117.19,116.75,117.37,116.36,146.26K,0.46%
2020年08月26日,116.65,117.19,117.40,116.54,122.39K,-0.44%
2020年08月25日,117.17,116.22,117.31,116.14,128.22K,0.85%
2020年08月24日,116.18,116.06,116.64,115.82,114.93K,0.13%
2020年08月21日,116.03,116.55,116.63,115.78,146.95K,-0.45%
2020年08月20日,116.55,115.94,116.61,115.81,145.30K,0.55%
2020年08月19日,115.91,116.61,116.96,115.68,149.08K,-0.60%
2020年08月18日,116.61,116.93,117.10,116.43,127.27K,-0.23%
2020年08月17日,116.88,117.21,117.46,116.87,115.47K,-0.32%
2020年08月14日,117.25,117.50,117.66,116.92,114.79K,-0.20%
2020年08月13日,117.49,117.21,117.63,116.97,139.49K,0.26%
2020年08月12日,117.18,116.15,117.46,115.96,132.18K,0.92%
2020年08月11日,116.11,115.71,116.46,115.64,121.99K,0.38%
2020年08月10日,115.67,115.94,116.14,115.51,106.67K,-0.32%
