日付け,終値,始値,高値,安値,出来高,変化率 %
2021年09月29日,131.47,131.44,131.80,131.31,2.07M,0.00%
2021年09月28日,131.47,131.75,131.84,131.22,2.48M,-0.25%
2021年09月27日,131.80,132.08,132.17,131.61,1.86M,-0.22%
2021年09月25日,132.09,132.09,132.09,132.09,-,0.06%
2021年09月24日,132.02,132.20,132.45,131.97,1.81M,-0.27%
2021年09月23日,132.38,133.19,133.19,132.16,2.15M,-0.46%
2021年09月22日,132.98,133.17,133.39,132.92,1.69M,-0.65%
2021年09月21日,133.86,133.86,133.97,133.64,5.32K,0.01%
2021年09月20日,133.84,133.38,133.91,133.38,2.73K,0.76%
2021年09月18日,132.83,132.83,132.83,132.83,-,-0.43%
2021年09月17日,133.41,133.69,133.72,133.28,7.17K,-0.22%
2021年09月16日,133.70,133.98,134.05,133.56,6.35K,-0.22%
2021年09月15日,134.00,134.14,134.22,133.89,5.62K,-0.15%
2021年09月14日,134.20,133.91,134.31,133.73,9.75K,0.21%
2021年09月13日,133.92,133.80,133.98,133.72,7.02K,0.59%
2021年09月11日,133.14,133.14,133.14,133.14,-,-0.47%
2021年09月10日,133.77,134.05,134.09,133.70,11.38K,-0.24%
2021年09月09日,134.09,133.88,134.19,133.77,11.05K,0.18%
2021年09月08日,133.86,133.61,133.91,133.61,8.23K,0.18%
2021年09月07日,133.63,133.97,133.97,133.53,17.57K,0.26%
2021年09月06日,133.28,133.97,133.97,133.23,151.06K,-0.06%
2021年09月05日,133.36,133.38,134.02,133.33,11.24K,-0.49%
2021年09月04日,134.02,134.02,134.02,133.38,1.35M,0.01%
2021年09月03日,134.00,134.19,134.48,133.88,26.71K,-0.09%
2021年09月02日,134.13,134.06,134.22,134.06,25.88K,0.06%
2021年09月01日,134.05,134.00,134.23,133.84,80.89K,0.00%
2021年08月31日,134.05,134.14,134.28,133.97,153.60K,-0.06%
2021年08月30日,134.13,133.91,134.19,133.86,672.06K,0.17%
2021年08月28日,133.89,133.89,133.89,133.89,-,0.00%
2021年08月27日,133.89,133.52,133.97,133.42,2.46M,0.22%
2021年08月26日,133.59,133.61,133.69,133.38,3.10M,-0.02%
2021年08月25日,133.63,133.94,134.05,133.55,3.16M,-0.27%
2021年08月24日,133.98,134.20,134.23,133.92,1.88M,-0.17%
2021年08月23日,134.22,134.14,134.27,133.94,1.23M,0.05%
2021年08月21日,134.16,134.16,134.16,134.16,-,0.02%
2021年08月20日,134.13,134.30,134.44,134.06,1.10M,-0.15%
2021年08月19日,134.33,134.22,134.53,134.17,1.41M,0.14%
2021年08月18日,134.14,134.22,134.31,133.91,1.37M,-0.09%
2021年08月17日,134.27,134.23,134.61,134.16,1.41M,-0.05%
2021年08月16日,134.33,134.13,134.56,134.06,1.38M,0.17%
2021年08月14日,134.09,134.09,134.09,134.09,-,0.10%
2021年08月13日,133.95,133.52,134.09,133.47,967.15K,0.37%
2021年08月12日,133.45,133.59,133.78,133.41,956.95K,-0.09%
2021年08月11日,133.58,133.52,133.91,133.30,1.72M,0.02%
2021年08月10日,133.55,133.70,133.86,133.47,1.28M,-0.18%
2021年08月09日,133.78,133.91,134.20,133.66,1.18M,-0.13%
2021年08月07日,133.95,133.95,133.95,133.95,-,-0.03%
2021年08月06日,134.00,134.42,134.47,133.89,1.60M,-0.37%
2021年08月05日,134.50,134.83,134.91,134.39,1.27M,-0.24%
2021年08月04日,134.83,134.98,135.44,134.63,1.72M,-0.13%
2021年08月03日,135.00,134.91,135.19,134.78,1.08M,0.00%
2021年08月02日,135.00,134.53,135.16,134.45,1.38M,0.41%
2021年07月30日,134.45,134.19,134.59,134.19,1.75M,0.17%
2021年07月29日,134.22,134.45,134.50,134.09,1.39M,-0.03%
2021年07月28日,134.27,134.39,134.56,134.08,1.56M,-0.15%
2021年07月27日,134.47,134.11,134.56,134.09,1.20M,0.20%
2021年07月26日,134.20,134.19,134.59,134.06,1.07M,0.05%
2021年07月23日,134.14,134.13,134.22,133.94,916.47K,-0.08%
2021年07月22日,134.25,134.05,134.47,133.86,1.45M,0.10%
2021年07月21日,134.11,134.53,134.83,133.98,1.91M,-0.42%
2021年07月20日,134.67,134.59,135.22,134.44,2.19M,-0.01%
2021年07月19日,134.69,133.84,134.80,133.81,2.25M,0.68%
2021年07月16日,133.78,133.78,133.84,133.45,1.06M,-0.01%
2021年07月15日,133.80,133.50,133.88,133.44,1.50M,0.26%
2021年07月14日,133.45,132.97,133.53,132.94,1.47M,0.35%
2021年07月13日,132.98,133.41,133.56,132.97,2.02M,-0.32%
2021年07月12日,133.41,133.39,133.64,133.27,1.35M,-0.01%
2021年07月09日,133.42,133.80,133.81,133.38,1.21M,-0.35%
2021年07月08日,133.89,133.58,134.09,133.52,1.93M,0.26%
2021年07月07日,133.55,133.34,133.70,133.20,1.85M,0.25%
2021年07月06日,133.22,132.75,133.39,132.58,1.95M,0.42%
2021年07月05日,132.66,132.74,132.79,132.66,-,-0.06%
2021年07月04日,132.74,132.77,132.77,132.71,-,0.05%
2021年07月02日,132.67,132.38,132.80,132.23,1.30M,0.31%
2021年07月01日,132.27,132.31,132.47,132.19,1.12M,-0.18%
2021年06月30日,132.50,132.28,132.56,132.19,1.72M,0.18%
2021年06月29日,132.27,132.25,132.30,132.02,1.04M,0.00%
2021年06月28日,132.27,131.92,132.33,131.89,966.67K,0.31%
2021年06月25日,131.86,132.11,132.27,131.77,1.25M,-0.24%
2021年06月24日,132.17,132.16,132.28,132.03,1.22M,-0.01%
2021年06月23日,132.19,132.39,132.47,132.11,1.30M,-0.13%
2021年06月22日,132.36,132.17,132.44,132.02,1.38M,-0.53%
2021年06月21日,133.06,133.36,133.55,132.61,9.79K,-0.07%
2021年06月18日,133.16,132.84,133.25,132.69,3.52K,0.19%
2021年06月17日,132.91,132.56,133.05,132.48,8.41K,0.15%
2021年06月16日,132.70,133.47,133.55,132.53,5.33K,-0.55%
2021年06月15日,133.44,133.47,133.59,133.38,3.56K,0.01%
2021年06月14日,133.42,133.77,133.80,133.38,8.43K,-0.21%
2021年06月11日,133.70,133.94,134.06,133.66,16.82K,-0.07%
2021年06月10日,133.80,133.67,133.98,133.25,9.92K,0.12%
2021年06月09日,133.64,133.30,133.78,133.30,20.35K,0.21%
2021年06月08日,133.36,133.06,133.45,133.06,11.24K,0.25%
2021年06月07日,133.03,133.09,133.09,132.95,4.59K,-0.07%
2021年06月04日,133.13,132.55,133.14,132.50,16.68K,0.45%
2021年06月03日,132.53,132.86,132.89,132.52,13.06K,-0.25%
2021年06月02日,132.86,132.72,132.92,132.67,13.75K,0.09%
2021年06月01日,132.73,132.73,132.81,132.56,47.31K,0.71%
2021年05月31日,131.80,131.79,131.87,131.70,-,0.00%
2021年05月30日,131.80,131.81,131.84,131.80,-,-0.80%
2021年05月28日,132.86,132.69,132.97,132.56,180.70K,0.13%
2021年05月27日,132.69,132.84,132.94,132.56,985.34K,-0.16%
2021年05月26日,132.91,132.98,133.06,132.83,2.85M,-0.05%
2021年05月25日,132.97,132.63,133.05,132.59,4.05M,0.26%
2021年05月24日,132.63,132.53,132.69,132.47,2.37M,0.14%
2021年05月21日,132.44,132.50,132.63,132.38,1.70M,-0.04%
2021年05月20日,132.48,132.09,132.53,132.03,1.62M,0.34%
2021年05月19日,132.03,132.39,132.58,131.94,2.04M,-0.27%
2021年05月18日,132.39,132.25,132.45,132.23,998.22K,0.04%
2021年05月17日,132.34,132.42,132.67,132.25,1.19M,-0.05%
2021年05月14日,132.41,132.22,132.53,132.19,1.61M,0.17%
2021年05月13日,132.19,131.92,132.31,131.84,1.90M,0.20%
2021年05月12日,131.92,132.45,132.56,131.88,2.49M,-0.40%
2021年05月11日,132.45,132.61,132.73,132.39,1.57M,-0.12%
2021年05月10日,132.61,132.70,132.95,132.56,1.41M,-0.11%
2021年05月07日,132.75,132.58,133.52,132.55,2.83M,0.06%
2021年05月06日,132.67,132.63,132.75,132.52,1.37M,0.09%
2021年05月05日,132.55,132.42,132.67,132.17,1.45M,0.09%
2021年05月04日,132.42,132.33,132.73,132.16,1.99M,0.07%
2021年05月03日,132.33,132.05,132.50,131.83,1.54M,0.22%
2021年04月30日,132.03,131.97,132.14,131.81,2.00M,0.04%
2021年04月29日,131.98,132.17,132.17,131.58,1.63M,-0.08%
2021年04月28日,132.09,132.02,132.20,131.72,1.71M,0.05%
2021年04月27日,132.03,132.36,132.39,131.95,1.42M,-0.26%
2021年04月26日,132.38,132.39,132.50,132.16,1.35M,-0.05%
2021年04月23日,132.44,132.64,132.73,132.31,1.17M,-0.08%
2021年04月22日,132.55,132.53,132.77,132.28,1.47M,0.01%
2021年04月21日,132.53,132.58,132.64,132.36,1.26M,-0.02%
2021年04月20日,132.56,132.20,132.61,131.98,1.41M,0.25%
2021年04月19日,132.23,132.34,132.56,132.05,1.21M,-0.11%
2021年04月16日,132.38,132.39,132.55,132.19,1.49M,-0.21%
2021年04月15日,132.66,131.91,132.69,131.83,2.24M,0.56%
2021年04月14日,131.92,132.11,132.19,131.78,1.34M,-0.12%
2021年04月13日,132.08,131.70,132.13,131.38,1.75M,0.34%
2021年04月12日,131.63,131.73,131.89,131.53,1.18M,-0.08%
2021年04月09日,131.73,132.05,132.08,131.47,1.57M,-0.20%
2021年04月08日,132.00,131.66,132.09,131.66,1.17M,0.13%
2021年04月07日,131.83,131.67,131.95,131.58,1.41M,0.11%
2021年04月06日,131.69,131.28,131.73,131.11,1.39M,0.44%
2021年04月05日,131.11,130.95,131.27,130.80,919.10K,0.12%
2021年04月02日,130.95,131.47,131.63,130.92,522.05K,-0.36%
2021年04月01日,131.42,130.98,131.55,130.91,1.59M,0.37%
2021年03月31日,130.94,131.30,131.30,130.91,2.35M,-0.19%
2021年03月30日,131.19,131.39,131.42,130.81,1.89M,-0.13%
2021年03月29日,131.36,131.64,131.98,131.30,1.45M,-0.31%
2021年03月26日,131.77,131.95,132.13,131.63,1.49M,-0.28%
2021年03月25日,132.14,132.13,132.30,131.89,2.05M,0.04%
2021年03月24日,132.09,132.02,132.28,131.81,1.69M,0.13%
2021年03月23日,131.92,131.48,132.09,131.44,1.56M,-0.62%
2021年03月22日,132.75,132.63,132.78,132.63,4.55K,0.30%
2021年03月19日,132.36,132.53,132.80,132.31,10.74K,-0.06%
2021年03月18日,132.44,133.14,133.14,132.23,1.72K,-0.60%
2021年03月17日,133.23,133.02,133.17,132.66,5.39K,0.12%
2021年03月16日,133.08,133.19,133.30,133.02,2.02K,0.00%
2021年03月15日,133.08,133.11,133.16,132.89,4.17K,0.13%
2021年03月12日,132.91,133.61,133.61,132.89,9.88K,-0.61%
2021年03月11日,133.72,133.58,134.09,133.52,14.66K,0.07%
2021年03月10日,133.63,133.48,133.72,133.30,3.64K,0.16%
2021年03月09日,133.41,132.97,133.48,132.97,2.40K,0.32%
2021年03月08日,132.98,133.14,133.22,132.94,16.80K,-0.35%
2021年03月05日,133.45,133.44,133.63,132.88,9.77K,-0.04%
2021年03月04日,133.50,134.06,134.28,133.48,19.16K,-0.48%
2021年03月03日,134.14,134.73,134.73,133.95,13.34K,-0.37%
2021年03月02日,134.64,134.42,134.84,134.27,19.83K,0.27%
2021年03月01日,134.28,134.27,134.58,134.09,34.64K,0.36%
2021年02月26日,133.80,133.70,134.39,133.33,190.74K,0.09%
2021年02月25日,133.67,135.23,135.28,133.08,2.01M,-1.10%
2021年02月24日,135.16,135.55,135.72,134.86,3.62M,-0.20%
2021年02月23日,135.42,135.34,135.56,135.20,4.34M,0.07%
2021年02月22日,135.33,135.42,135.59,135.03,3.75M,-0.09%
2021年02月19日,135.45,135.83,135.89,135.33,2.90M,-0.30%
2021年02月18日,135.86,135.95,136.06,135.63,2.07M,0.08%
2021年02月17日,135.75,135.66,135.95,135.47,3.26M,-0.02%
2021年02月16日,135.78,136.45,136.47,135.64,3.26M,-0.29%
2021年02月15日,136.18,136.32,136.35,136.05,-,-0.10%
2021年02月14日,136.32,136.49,136.49,136.29,-,-0.17%
2021年02月12日,136.55,136.81,136.94,136.47,1.56M,-0.23%
2021年02月11日,136.86,136.98,137.06,136.80,1.37M,-0.05%
2021年02月10日,136.92,136.70,136.98,136.58,1.58M,0.15%
2021年02月09日,136.72,136.63,136.81,136.61,1.23M,0.02%
2021年02月08日,136.69,136.67,136.78,136.45,1.34M,0.00%
2021年02月05日,136.69,136.77,136.92,136.50,2.31M,-0.08%
2021年02月04日,136.80,136.73,136.84,136.59,1.42M,0.00%
2021年02月03日,136.80,137.02,137.02,136.72,1.40M,-0.10%
2021年02月02日,136.94,137.16,137.22,136.88,1.22M,-0.18%
2021年02月01日,137.19,137.17,137.30,137.06,1.19M,0.11%
2021年01月29日,137.03,137.27,137.33,136.89,2.71M,-0.16%
2021年01月28日,137.25,137.16,137.19,137.04,2.18M,-0.20%
2021年01月27日,137.53,137.38,137.64,137.28,1.67M,0.11%
2021年01月26日,137.38,137.42,137.45,137.27,1.12M,0.00%
2021年01月25日,137.38,137.03,137.45,136.94,1.40M,0.25%
2021年01月22日,137.03,136.88,137.08,136.81,1.29M,0.10%
