日付け,終値,始値,高値,安値,変化率 %
2019年08月06日,"13,243.000","13,243.000","13,243.000","13,243.000",-0.73%
2019年08月05日,"13,340.000","13,340.000","13,340.000","13,340.000",-2.09%
2019年08月02日,"13,625.000","13,625.000","13,625.000","13,625.000",-2.04%
2019年08月01日,"13,909.000","13,909.000","13,909.000","13,909.000",0.14%
2019年07月31日,"13,889.000","13,889.000","13,889.000","13,889.000",-0.19%
2019年07月30日,"13,916.000","13,916.000","13,916.000","13,916.000",0.29%
2019年07月29日,"13,876.000","13,876.000","13,876.000","13,876.000",0.17%
2019年07月26日,"13,852.000","13,852.000","13,852.000","13,852.000",-0.40%
2019年07月25日,"13,908.000","13,908.000","13,908.000","13,908.000",0.46%
2019年07月24日,"13,845.000","13,845.000","13,845.000","13,845.000",0.12%
2019年07月23日,"13,828.000","13,828.000","13,828.000","13,828.000",0.53%
2019年07月22日,"13,755.000","13,755.000","13,755.000","13,755.000",-0.61%
2019年07月19日,"13,839.000","13,839.000","13,839.000","13,839.000",1.71%
2019年07月18日,"13,607.000","13,607.000","13,607.000","13,607.000",-2.47%
2019年07月17日,"13,952.000","13,952.000","13,952.000","13,952.000",-0.32%
2019年07月16日,"13,997.000","13,997.000","13,997.000","13,997.000",-0.37%
2019年07月12日,"14,049.000","14,049.000","14,049.000","14,049.000",-0.89%
2019年07月11日,"14,175.000","14,175.000","14,175.000","14,175.000",0.72%
2019年07月10日,"14,073.000","14,073.000","14,073.000","14,073.000",0.22%
2019年07月09日,"14,042.000","14,042.000","14,042.000","14,042.000",-0.57%
2019年07月08日,"14,122.000","14,122.000","14,122.000","14,122.000",-0.77%
2019年07月05日,"14,231.000","14,231.000","14,231.000","14,231.000",-0.03%
2019年07月04日,"14,235.000","14,235.000","14,235.000","14,235.000",0.52%
2019年07月03日,"14,162.000","14,162.000","14,162.000","14,162.000",-0.69%
2019年07月02日,"14,260.000","14,260.000","14,260.000","14,260.000",0.67%
2019年07月01日,"14,165.000","14,165.000","14,165.000","14,165.000",2.22%
2019年06月28日,"13,857.000","13,857.000","13,857.000","13,857.000",0.11%
2019年06月27日,"13,842.000","13,842.000","13,842.000","13,842.000",1.43%
2019年06月26日,"13,647.000","13,647.000","13,647.000","13,647.000",-0.80%
2019年06月25日,"13,757.000","13,757.000","13,757.000","13,757.000",-0.45%
2019年06月24日,"13,819.000","13,819.000","13,819.000","13,819.000",-0.30%
2019年06月21日,"13,860.000","13,860.000","13,860.000","13,860.000",-0.94%
2019年06月20日,"13,991.000","13,991.000","13,991.000","13,991.000",0.45%
2019年06月19日,"13,928.000","13,928.000","13,928.000","13,928.000",1.52%
2019年06月18日,"13,720.000","13,720.000","13,720.000","13,720.000",-1.89%
2019年06月17日,"13,985.000","13,985.000","13,985.000","13,985.000",-0.24%
2019年06月14日,"14,019.000","14,019.000","14,019.000","14,019.000",1.26%
2019年06月13日,"13,845.000","13,845.000","13,845.000","13,845.000",-0.57%
2019年06月12日,"13,924.000","13,924.000","13,924.000","13,924.000",-0.21%
2019年06月11日,"13,953.000","13,953.000","13,953.000","13,953.000",0.29%
2019年06月10日,"13,913.000","13,913.000","13,913.000","13,913.000",1.24%
2019年06月07日,"13,742.000","13,742.000","13,742.000","13,742.000",1.08%
2019年06月06日,"13,595.000","13,595.000","13,595.000","13,595.000",-0.57%
2019年06月05日,"13,673.000","13,673.000","13,673.000","13,673.000",2.24%
2019年06月04日,"13,374.000","13,374.000","13,374.000","13,374.000",-0.16%
2019年06月03日,"13,396.000","13,396.000","13,396.000","13,396.000",-2.05%
2019年05月31日,"13,676.000","13,676.000","13,676.000","13,676.000",-0.31%
2019年05月30日,"13,719.000","13,719.000","13,719.000","13,719.000",-0.86%
2019年05月29日,"13,838.000","13,838.000","13,838.000","13,838.000",-0.72%
2019年05月28日,"13,938.000","13,938.000","13,938.000","13,938.000",0.06%
2019年05月27日,"13,930.000","13,930.000","13,930.000","13,930.000",0.69%
2019年05月24日,"13,834.000","13,834.000","13,834.000","13,834.000",0.01%
2019年05月23日,"13,833.000","13,833.000","13,833.000","13,833.000",-0.64%
2019年05月22日,"13,922.000","13,922.000","13,922.000","13,922.000",0.21%
2019年05月21日,"13,893.000","13,893.000","13,893.000","13,893.000",-0.81%
2019年05月20日,"14,007.000","14,007.000","14,007.000","14,007.000",-0.80%
2019年05月17日,"14,120.000","14,120.000","14,120.000","14,120.000",1.20%
2019年05月16日,"13,952.000","13,952.000","13,952.000","13,952.000",-0.58%
2019年05月15日,"14,034.000","14,034.000","14,034.000","14,034.000",0.78%
2019年05月14日,"13,925.000","13,925.000","13,925.000","13,925.000",-0.66%
2019年05月13日,"14,017.000","14,017.000","14,017.000","14,017.000",-1.21%
2019年05月10日,"14,189.000","14,189.000","14,189.000","14,189.000",-0.17%
2019年05月09日,"14,213.000","14,213.000","14,213.000","14,213.000",-1.90%
2019年05月08日,"14,488.000","14,488.000","14,488.000","14,488.000",-1.46%
2019年05月07日,"14,702.000","14,702.000","14,702.000","14,702.000",-0.97%
2019年04月26日,"14,846.000","14,846.000","14,846.000","14,846.000",0.23%
2019年04月25日,"14,812.000","14,812.000","14,812.000","14,812.000",0.60%
2019年04月24日,"14,723.000","14,723.000","14,723.000","14,723.000",-0.06%
2019年04月23日,"14,732.000","14,732.000","14,732.000","14,732.000",-0.14%
2019年04月22日,"14,752.000","14,752.000","14,752.000","14,752.000",-0.40%
2019年04月19日,"14,811.000","14,811.000","14,811.000","14,811.000",0.30%
2019年04月18日,"14,766.000","14,766.000","14,766.000","14,766.000",-1.38%
2019年04月17日,"14,973.000","14,973.000","14,973.000","14,973.000",0.65%
2019年04月16日,"14,876.000","14,876.000","14,876.000","14,876.000",-0.03%
2019年04月15日,"14,880.000","14,880.000","14,880.000","14,880.000",1.67%
2019年04月12日,"14,635.000","14,635.000","14,635.000","14,635.000",0.25%
2019年04月11日,"14,598.000","14,598.000","14,598.000","14,598.000",-0.23%
2019年04月10日,"14,632.000","14,632.000","14,632.000","14,632.000",-0.35%
2019年04月09日,"14,684.000","14,684.000","14,684.000","14,684.000",-0.20%
2019年04月08日,"14,714.000","14,714.000","14,714.000","14,714.000",-0.28%
2019年04月05日,"14,756.000","14,756.000","14,756.000","14,756.000",0.37%
2019年04月04日,"14,702.000","14,702.000","14,702.000","14,702.000",-0.18%
2019年04月03日,"14,728.000","14,728.000","14,728.000","14,728.000",0.96%
2019年04月02日,"14,588.000","14,588.000","14,588.000","14,588.000",-1.08%
2019年04月01日,"14,748.000","14,748.000","14,748.000","14,748.000",0.87%
2019年03月29日,"14,621.000","14,621.000","14,621.000","14,621.000",0.34%
2019年03月28日,"14,571.000","14,571.000","14,571.000","14,571.000",-1.03%
2019年03月27日,"14,722.000","14,722.000","14,722.000","14,722.000",1.22%
2019年03月26日,"14,544.000","14,544.000","14,544.000","14,544.000",1.91%
2019年03月25日,"14,272.000","14,272.000","14,272.000","14,272.000",-1.92%
2019年03月22日,"14,552.000","14,552.000","14,552.000","14,552.000",0.11%
2019年03月20日,"14,536.000","14,536.000","14,536.000","14,536.000",0.37%
2019年03月19日,"14,482.000","14,482.000","14,482.000","14,482.000",-0.30%
2019年03月18日,"14,526.000","14,526.000","14,526.000","14,526.000",1.24%
2019年03月15日,"14,348.000","14,348.000","14,348.000","14,348.000",0.67%
2019年03月14日,"14,252.000","14,252.000","14,252.000","14,252.000",-0.50%
2019年03月13日,"14,324.000","14,324.000","14,324.000","14,324.000",-0.59%
2019年03月12日,"14,409.000","14,409.000","14,409.000","14,409.000",1.18%
2019年03月11日,"14,241.000","14,241.000","14,241.000","14,241.000",0.14%
2019年03月08日,"14,221.000","14,221.000","14,221.000","14,221.000",-2.42%
2019年03月07日,"14,573.000","14,573.000","14,573.000","14,573.000",-1.14%
2019年03月06日,"14,741.000","14,741.000","14,741.000","14,741.000",0.00%
2019年03月05日,"14,741.000","14,741.000","14,741.000","14,741.000",-0.66%
2019年03月04日,"14,839.000","14,839.000","14,839.000","14,839.000",0.88%
2019年03月01日,"14,710.000","14,710.000","14,710.000","14,710.000",0.31%
2019年02月28日,"14,665.000","14,665.000","14,665.000","14,665.000",-0.81%
2019年02月27日,"14,785.000","14,785.000","14,785.000","14,785.000",0.36%
2019年02月26日,"14,732.000","14,732.000","14,732.000","14,732.000",-0.34%
2019年02月25日,"14,782.000","14,782.000","14,782.000","14,782.000",0.56%
2019年02月22日,"14,699.000","14,699.000","14,699.000","14,699.000",-0.07%
2019年02月21日,"14,709.000","14,709.000","14,709.000","14,709.000",0.15%
2019年02月20日,"14,687.000","14,687.000","14,687.000","14,687.000",0.25%
2019年02月19日,"14,651.000","14,651.000","14,651.000","14,651.000",0.50%
2019年02月18日,"14,578.000","14,578.000","14,578.000","14,578.000",1.41%
2019年02月15日,"14,376.000","14,376.000","14,376.000","14,376.000",-0.92%
2019年02月14日,"14,509.000","14,509.000","14,509.000","14,509.000",0.30%
2019年02月13日,"14,466.000","14,466.000","14,466.000","14,466.000",0.61%
2019年02月12日,"14,379.000","14,379.000","14,379.000","14,379.000",1.24%
2019年02月08日,"14,203.000","14,203.000","14,203.000","14,203.000",-1.31%
2019年02月07日,"14,391.000","14,391.000","14,391.000","14,391.000",-0.96%
2019年02月06日,"14,531.000","14,531.000","14,531.000","14,531.000",-0.07%
2019年02月05日,"14,541.000","14,541.000","14,541.000","14,541.000",0.31%
2019年02月04日,"14,496.000","14,496.000","14,496.000","14,496.000",1.83%
2019年02月01日,"14,235.000","14,235.000","14,235.000","14,235.000",-0.04%
2019年01月31日,"14,241.000","14,241.000","14,241.000","14,241.000",1.76%
2019年01月30日,"13,995.000","13,995.000","13,995.000","13,995.000",-1.57%
2019年01月29日,"14,218.000","14,218.000","14,218.000","14,218.000",0.37%
2019年01月28日,"14,165.000","14,165.000","14,165.000","14,165.000",-0.53%
2019年01月25日,"14,241.000","14,241.000","14,241.000","14,241.000",0.70%
2019年01月24日,"14,142.000","14,142.000","14,142.000","14,142.000",0.76%
2019年01月23日,"14,036.000","14,036.000","14,036.000","14,036.000",-0.45%
2019年01月22日,"14,100.000","14,100.000","14,100.000","14,100.000",-0.52%
2019年01月21日,"14,173.000","14,173.000","14,173.000","14,173.000",-0.18%
2019年01月18日,"14,199.000","14,199.000","14,199.000","14,199.000",0.60%
2019年01月17日,"14,115.000","14,115.000","14,115.000","14,115.000",0.90%
2019年01月16日,"13,989.000","13,989.000","13,989.000","13,989.000",-0.10%
2019年01月15日,"14,003.000","14,003.000","14,003.000","14,003.000",1.19%
2019年01月11日,"13,838.000","13,838.000","13,838.000","13,838.000",0.58%
2019年01月10日,"13,758.000","13,758.000","13,758.000","13,758.000",-1.29%
2019年01月09日,"13,938.000","13,938.000","13,938.000","13,938.000",0.26%
2019年01月08日,"13,902.000","13,902.000","13,902.000","13,902.000",0.49%
2019年01月07日,"13,834.000","13,834.000","13,834.000","13,834.000",2.96%
2019年01月04日,"13,436.000","13,436.000","13,436.000","13,436.000",-1.51%
2018年12月28日,"13,642.000","13,642.000","13,642.000","13,642.000",-0.89%
2018年12月27日,"13,765.000","13,765.000","13,765.000","13,765.000",5.45%
2018年12月26日,"13,053.000","13,053.000","13,053.000","13,053.000",2.22%
2018年12月25日,"12,769.000","12,769.000","12,769.000","12,769.000",-5.36%
2018年12月21日,"13,492.000","13,492.000","13,492.000","13,492.000",-2.59%
2018年12月20日,"13,851.000","13,851.000","13,851.000","13,851.000",-3.36%
2018年12月19日,"14,332.000","14,332.000","14,332.000","14,332.000",0.26%
2018年12月18日,"14,295.000","14,295.000","14,295.000","14,295.000",-2.99%
2018年12月17日,"14,736.000","14,736.000","14,736.000","14,736.000",-0.67%
2018年12月14日,"14,835.000","14,835.000","14,835.000","14,835.000",-1.78%
2018年12月13日,"15,104.000","15,104.000","15,104.000","15,104.000",0.43%
2018年12月12日,"15,039.000","15,039.000","15,039.000","15,039.000",2.40%
2018年12月11日,"14,687.000","14,687.000","14,687.000","14,687.000",-1.14%
2018年12月10日,"14,856.000","14,856.000","14,856.000","14,856.000",-2.76%
2018年12月07日,"15,277.000","15,277.000","15,277.000","15,277.000",0.67%
2018年12月06日,"15,176.000","15,176.000","15,176.000","15,176.000",-1.79%
2018年12月05日,"15,452.000","15,452.000","15,452.000","15,452.000",-0.47%
2018年12月04日,"15,525.000","15,525.000","15,525.000","15,525.000",-1.99%
2018年12月03日,"15,841.000","15,841.000","15,841.000","15,841.000",1.21%
2018年11月30日,"15,651.000","15,651.000","15,651.000","15,651.000",0.43%
2018年11月29日,"15,584.000","15,584.000","15,584.000","15,584.000",0.54%
2018年11月28日,"15,500.000","15,500.000","15,500.000","15,500.000",0.85%
2018年11月27日,"15,370.000","15,370.000","15,370.000","15,370.000",0.30%
2018年11月26日,"15,324.000","15,324.000","15,324.000","15,324.000",0.35%
2018年11月22日,"15,271.000","15,271.000","15,271.000","15,271.000",0.53%
2018年11月21日,"15,190.000","15,190.000","15,190.000","15,190.000",-0.30%
2018年11月20日,"15,235.000","15,235.000","15,235.000","15,235.000",-1.34%
2018年11月19日,"15,442.000","15,442.000","15,442.000","15,442.000",1.05%
2018年11月16日,"15,282.000","15,282.000","15,282.000","15,282.000",-1.46%
2018年11月15日,"15,509.000","15,509.000","15,509.000","15,509.000",-0.17%
2018年11月14日,"15,536.000","15,536.000","15,536.000","15,536.000",-1.54%
2018年11月13日,"15,779.000","15,779.000","15,779.000","15,779.000",-1.85%
2018年11月12日,"16,077.000","16,077.000","16,077.000","16,077.000",-1.37%
2018年11月09日,"16,301.000","16,301.000","16,301.000","16,301.000",-0.38%
2018年11月08日,"16,363.000","16,363.000","16,363.000","16,363.000",1.63%
2018年11月07日,"16,100.000","16,100.000","16,100.000","16,100.000",0.26%
2018年11月06日,"16,059.000","16,059.000","16,059.000","16,059.000",0.22%
2018年11月05日,"16,024.000","16,024.000","16,024.000","16,024.000",-0.95%
2018年11月02日,"16,177.000","16,177.000","16,177.000","16,177.000",1.64%
2018年11月01日,"15,916.000","15,916.000","15,916.000","15,916.000",-0.64%
2018年10月31日,"16,018.000","16,018.000","16,018.000","16,018.000",2.93%
2018年10月30日,"15,562.000","15,562.000","15,562.000","15,562.000",2.42%
2018年10月29日,"15,195.000","15,195.000","15,195.000","15,195.000",-2.19%
2018年10月26日,"15,536.000","15,536.000","15,536.000","15,536.000",-1.98%
2018年10月25日,"15,850.000","15,850.000","15,850.000","15,850.000",-4.32%
2018年10月24日,"16,565.000","16,565.000","16,565.000","16,565.000",-0.55%
2018年10月23日,"16,657.000","16,657.000","16,657.000","16,657.000",-2.29%
2018年10月22日,"17,047.000","17,047.000","17,047.000","17,047.000",0.08%
2018年10月19日,"17,033.000","17,033.000","17,033.000","17,033.000",-0.28%
2018年10月18日,"17,080.000","17,080.000","17,080.000","17,080.000",-0.61%
2018年10月17日,"17,184.000","17,184.000","17,184.000","17,184.000",2.07%
2018年10月16日,"16,836.000","16,836.000","16,836.000","16,836.000",-0.22%
2018年10月15日,"16,873.000","16,873.000","16,873.000","16,873.000",-1.32%
2018年10月12日,"17,099.000","17,099.000","17,099.000","17,099.000",1.25%
2018年10月11日,"16,888.000","16,888.000","16,888.000","16,888.000",-4.07%
2018年10月10日,"17,604.000","17,604.000","17,604.000","17,604.000",0.30%
2018年10月09日,"17,552.000","17,552.000","17,552.000","17,552.000",-1.86%
2018年10月05日,"17,884.000","17,884.000","17,884.000","17,884.000",-1.00%
2018年10月04日,"18,065.000","18,065.000","18,065.000","18,065.000",-0.27%
2018年10月03日,"18,113.000","18,113.000","18,113.000","18,113.000",-1.28%
2018年10月02日,"18,348.000","18,348.000","18,348.000","18,348.000",-1.08%
2018年10月01日,"18,549.000","18,549.000","18,549.000","18,549.000",0.42%
2018年09月28日,"18,472.000","18,472.000","18,472.000","18,472.000",1.34%
2018年09月27日,"18,227.000","18,227.000","18,227.000","18,227.000",-1.15%
2018年09月26日,"18,439.000","18,439.000","18,439.000","18,439.000",1.37%
2018年09月25日,"18,189.000","18,189.000","18,189.000","18,189.000",1.26%
2018年09月21日,"17,963.000","17,963.000","17,963.000","17,963.000",0.65%
2018年09月20日,"17,847.000","17,847.000","17,847.000","17,847.000",0.14%
2018年09月19日,"17,822.000","17,822.000","17,822.000","17,822.000",0.98%
2018年09月18日,"17,649.000","17,649.000","17,649.000","17,649.000",1.33%
2018年09月14日,"17,418.000","17,418.000","17,418.000","17,418.000",1.58%
2018年09月13日,"17,147.000","17,147.000","17,147.000","17,147.000",0.47%
2018年09月12日,"17,067.000","17,067.000","17,067.000","17,067.000",-0.65%
2018年09月11日,"17,178.000","17,178.000","17,178.000","17,178.000",0.35%
2018年09月10日,"17,118.000","17,118.000","17,118.000","17,118.000",0.29%
2018年09月07日,"17,069.000","17,069.000","17,069.000","17,069.000",-0.61%
2018年09月06日,"17,174.000","17,174.000","17,174.000","17,174.000",-0.77%
2018年09月05日,"17,307.000","17,307.000","17,307.000","17,307.000",-1.02%
2018年09月04日,"17,486.000","17,486.000","17,486.000","17,486.000",0.16%
2018年09月03日,"17,458.000","17,458.000","17,458.000","17,458.000",-1.26%
2018年08月31日,"17,680.000","17,680.000","17,680.000","17,680.000",0.07%
2018年08月30日,"17,668.000","17,668.000","17,668.000","17,668.000",0.82%
2018年08月29日,"17,524.000","17,524.000","17,524.000","17,524.000",0.81%
2018年08月28日,"17,384.000","17,384.000","17,384.000","17,384.000",-0.18%
2018年08月27日,"17,415.000","17,415.000","17,415.000","17,415.000",1.50%
2018年08月24日,"17,157.000","17,157.000","17,157.000","17,157.000",1.11%
2018年08月23日,"16,968.000","16,968.000","16,968.000","16,968.000",0.76%
2018年08月22日,"16,840.000","16,840.000","16,840.000","16,840.000",1.08%
2018年08月21日,"16,660.000","16,660.000","16,660.000","16,660.000",-0.47%
2018年08月20日,"16,738.000","16,738.000","16,738.000","16,738.000",-1.08%
2018年08月17日,"16,920.000","16,920.000","16,920.000","16,920.000",-0.06%
2018年08月16日,"16,930.000","16,930.000","16,930.000","16,930.000",-1.37%
2018年08月15日,"17,166.000","17,166.000","17,166.000","17,166.000",-1.03%
2018年08月14日,"17,344.000","17,344.000","17,344.000","17,344.000",1.81%
2018年08月13日,"17,036.000","17,036.000","17,036.000","17,036.000",-2.00%
2018年08月10日,"17,383.000","17,383.000","17,383.000","17,383.000",-0.95%
2018年08月09日,"17,549.000","17,549.000","17,549.000","17,549.000",0.51%
2018年08月08日,"17,460.000","17,460.000","17,460.000","17,460.000",0.39%
2018年08月07日,"17,393.000","17,393.000","17,393.000","17,393.000",0.42%
2018年08月06日,"17,321.000","17,321.000","17,321.000","17,321.000",-1.05%
2018年08月03日,"17,505.000","17,505.000","17,505.000","17,505.000",-0.93%
2018年08月02日,"17,669.000","17,669.000","17,669.000","17,669.000",-0.71%
2018年08月01日,"17,796.000","17,796.000","17,796.000","17,796.000",0.82%
2018年07月31日,"17,651.000","17,651.000","17,651.000","17,651.000",-0.61%
2018年07月30日,"17,759.000","17,759.000","17,759.000","17,759.000",-1.09%
2018年07月27日,"17,954.000","17,954.000","17,954.000","17,954.000",0.44%
2018年07月26日,"17,876.000","17,876.000","17,876.000","17,876.000",0.53%
2018年07月25日,"17,782.000","17,782.000","17,782.000","17,782.000",0.77%
2018年07月24日,"17,646.000","17,646.000","17,646.000","17,646.000",0.68%
2018年07月23日,"17,527.000","17,527.000","17,527.000","17,527.000",-0.70%
2018年07月20日,"17,650.000","17,650.000","17,650.000","17,650.000",-0.30%
2018年07月19日,"17,703.000","17,703.000","17,703.000","17,703.000",-0.15%
2018年07月18日,"17,729.000","17,729.000","17,729.000","17,729.000",0.60%
2018年07月17日,"17,623.000","17,623.000","17,623.000","17,623.000",0.22%
2018年07月13日,"17,584.000","17,584.000","17,584.000","17,584.000",1.01%
2018年07月12日,"17,408.000","17,408.000","17,408.000","17,408.000",0.43%
2018年07月11日,"17,334.000","17,334.000","17,334.000","17,334.000",-0.83%
2018年07月10日,"17,479.000","17,479.000","17,479.000","17,479.000",-0.11%
2018年07月09日,"17,499.000","17,499.000","17,499.000","17,499.000",1.64%
2018年07月06日,"17,217.000","17,217.000","17,217.000","17,217.000",1.66%
2018年07月05日,"16,936.000","16,936.000","16,936.000","16,936.000",-2.08%
2018年07月04日,"17,296.000","17,296.000","17,296.000","17,296.000",-0.31%
2018年07月03日,"17,350.000","17,350.000","17,350.000","17,350.000",-0.41%
2018年07月02日,"17,422.000","17,422.000","17,422.000","17,422.000",-2.29%
2018年06月29日,"17,831.000","17,831.000","17,831.000","17,831.000",0.37%
2018年06月28日,"17,765.000","17,765.000","17,765.000","17,765.000",-0.24%
2018年06月27日,"17,807.000","17,807.000","17,807.000","17,807.000",0.56%
2018年06月26日,"17,708.000","17,708.000","17,708.000","17,708.000",-0.09%
2018年06月25日,"17,724.000","17,724.000","17,724.000","17,724.000",-1.87%
2018年06月22日,"18,062.000","18,062.000","18,062.000","18,062.000",0.16%
2018年06月21日,"18,033.000","18,033.000","18,033.000","18,033.000",0.11%
2018年06月20日,"18,014.000","18,014.000","18,014.000","18,014.000",0.41%
2018年06月19日,"17,941.000","17,941.000","17,941.000","17,941.000",-1.96%
2018年06月18日,"18,299.000","18,299.000","18,299.000","18,299.000",-0.98%
2018年06月15日,"18,480.000","18,480.000","18,480.000","18,480.000",0.14%
2018年06月14日,"18,454.000","18,454.000","18,454.000","18,454.000",-0.55%
2018年06月13日,"18,556.000","18,556.000","18,556.000","18,556.000",0.23%
2018年06月12日,"18,514.000","18,514.000","18,514.000","18,514.000",0.21%
2018年06月11日,"18,476.000","18,476.000","18,476.000","18,476.000",0.52%
2018年06月08日,"18,381.000","18,381.000","18,381.000","18,381.000",0.25%
2018年06月07日,"18,335.000","18,335.000","18,335.000","18,335.000",1.17%
2018年06月06日,"18,123.000","18,123.000","18,123.000","18,123.000",-0.35%
2018年06月05日,"18,186.000","18,186.000","18,186.000","18,186.000",-0.51%
2018年06月04日,"18,280.000","18,280.000","18,280.000","18,280.000",0.83%
2018年06月01日,"18,130.000","18,130.000","18,130.000","18,130.000",-0.04%
2018年05月31日,"18,138.000","18,138.000","18,138.000","18,138.000",1.11%
2018年05月30日,"17,938.000","17,938.000","17,938.000","17,938.000",-1.09%
2018年05月29日,"18,136.000","18,136.000","18,136.000","18,136.000",-0.64%
2018年05月28日,"18,253.000","18,253.000","18,253.000","18,253.000",-0.01%
2018年05月25日,"18,254.000","18,254.000","18,254.000","18,254.000",-0.25%
2018年05月24日,"18,299.000","18,299.000","18,299.000","18,299.000",-1.17%
2018年05月23日,"18,515.000","18,515.000","18,515.000","18,515.000",-0.48%
2018年05月22日,"18,605.000","18,605.000","18,605.000","18,605.000",-0.05%
2018年05月21日,"18,615.000","18,615.000","18,615.000","18,615.000",0.78%
2018年05月18日,"18,471.000","18,471.000","18,471.000","18,471.000",0.65%
2018年05月17日,"18,351.000","18,351.000","18,351.000","18,351.000",0.61%
2018年05月16日,"18,240.000","18,240.000","18,240.000","18,240.000",-0.60%
2018年05月15日,"18,351.000","18,351.000","18,351.000","18,351.000",-0.41%
2018年05月14日,"18,426.000","18,426.000","18,426.000","18,426.000",0.52%
2018年05月11日,"18,331.000","18,331.000","18,331.000","18,331.000",0.92%
2018年05月10日,"18,164.000","18,164.000","18,164.000","18,164.000",0.14%
2018年05月09日,"18,138.000","18,138.000","18,138.000","18,138.000",-0.26%
2018年05月08日,"18,186.000","18,186.000","18,186.000","18,186.000",0.45%
2018年05月07日,"18,105.000","18,105.000","18,105.000","18,105.000",0.50%
2018年05月02日,"18,015.000","18,015.000","18,015.000","18,015.000",0.41%
2018年05月01日,"17,942.000","17,942.000","17,942.000","17,942.000",-0.23%
2018年04月27日,"17,984.000","17,984.000","17,984.000","17,984.000",-0.21%
2018年04月26日,"18,022.000","18,022.000","18,022.000","18,022.000",0.03%
2018年04月25日,"18,017.000","18,017.000","18,017.000","18,017.000",-0.28%
2018年04月24日,"18,067.000","18,067.000","18,067.000","18,067.000",0.57%
2018年04月23日,"17,965.000","17,965.000","17,965.000","17,965.000",0.42%
2018年04月20日,"17,889.000","17,889.000","17,889.000","17,889.000",0.36%
2018年04月19日,"17,825.000","17,825.000","17,825.000","17,825.000",-0.06%
2018年04月18日,"17,836.000","17,836.000","17,836.000","17,836.000",1.54%
2018年04月17日,"17,566.000","17,566.000","17,566.000","17,566.000",-1.03%
2018年04月16日,"17,749.000","17,749.000","17,749.000","17,749.000",-0.97%
2018年04月13日,"17,923.000","17,923.000","17,923.000","17,923.000",0.48%
2018年04月12日,"17,837.000","17,837.000","17,837.000","17,837.000",-0.40%
2018年04月11日,"17,908.000","17,908.000","17,908.000","17,908.000",-0.81%
2018年04月10日,"18,054.000","18,054.000","18,054.000","18,054.000",0.21%
2018年04月09日,"18,017.000","18,017.000","18,017.000","18,017.000",0.06%
2018年04月06日,"18,007.000","18,007.000","18,007.000","18,007.000",-0.42%
2018年04月05日,"18,083.000","18,083.000","18,083.000","18,083.000",0.16%
2018年04月04日,"18,054.000","18,054.000","18,054.000","18,054.000",-0.44%
2018年04月03日,"18,133.000","18,133.000","18,133.000","18,133.000",-0.16%
2018年04月02日,"18,162.000","18,162.000","18,162.000","18,162.000",-0.21%
2018年03月30日,"18,200.000","18,200.000","18,200.000","18,200.000",1.30%
2018年03月29日,"17,967.000","17,967.000","17,967.000","17,967.000",0.64%
2018年03月28日,"17,853.000","17,853.000","17,853.000","17,853.000",0.11%
2018年03月27日,"17,834.000","17,834.000","17,834.000","17,834.000",2.41%
2018年03月26日,"17,414.000","17,414.000","17,414.000","17,414.000",-0.13%
2018年03月23日,"17,436.000","17,436.000","17,436.000","17,436.000",-4.29%
2018年03月22日,"18,218.000","18,218.000","18,218.000","18,218.000",0.82%
2018年03月20日,"18,069.000","18,069.000","18,069.000","18,069.000",-0.33%
2018年03月19日,"18,128.000","18,128.000","18,128.000","18,128.000",-1.86%
2018年03月16日,"18,471.000","18,471.000","18,471.000","18,471.000",-0.61%
2018年03月15日,"18,584.000","18,584.000","18,584.000","18,584.000",0.01%
2018年03月14日,"18,583.000","18,583.000","18,583.000","18,583.000",-0.05%
2018年03月13日,"18,592.000","18,592.000","18,592.000","18,592.000",0.75%
2018年03月12日,"18,453.000","18,453.000","18,453.000","18,453.000",1.26%
2018年03月09日,"18,224.000","18,224.000","18,224.000","18,224.000",0.38%
2018年03月08日,"18,155.000","18,155.000","18,155.000","18,155.000",0.55%
2018年03月07日,"18,055.000","18,055.000","18,055.000","18,055.000",-0.95%
2018年03月06日,"18,228.000","18,228.000","18,228.000","18,228.000",2.34%
2018年03月05日,"17,811.000","17,811.000","17,811.000","17,811.000",-3.17%
2018年03月02日,"18,395.000","18,395.000","18,395.000","18,395.000",-1.64%
2018年03月01日,"18,702.000","18,702.000","18,702.000","18,702.000",-1.37%
2018年02月28日,"18,962.000","18,962.000","18,962.000","18,962.000",-0.04%
2018年02月27日,"18,970.000","18,970.000","18,970.000","18,970.000",0.35%
2018年02月26日,"18,903.000","18,903.000","18,903.000","18,903.000",0.46%
2018年02月23日,"18,817.000","18,817.000","18,817.000","18,817.000",1.13%
2018年02月22日,"18,606.000","18,606.000","18,606.000","18,606.000",-0.82%
2018年02月21日,"18,760.000","18,760.000","18,760.000","18,760.000",0.47%
2018年02月20日,"18,673.000","18,673.000","18,673.000","18,673.000",-0.04%
2018年02月19日,"18,681.000","18,681.000","18,681.000","18,681.000",3.08%
2018年02月16日,"18,123.000","18,123.000","18,123.000","18,123.000",1.42%
2018年02月15日,"17,869.000","17,869.000","17,869.000","17,869.000",1.85%
2018年02月14日,"17,545.000","17,545.000","17,545.000","17,545.000",-1.73%
2018年02月13日,"17,853.000","17,853.000","17,853.000","17,853.000",-1.25%
