日付け,終値,始値,高値,安値,出来高,変化率 %
2015年07月31日,104.93,105.41,105.75,104.69,6.69M,0.63%
2015年07月30日,104.27,104.03,104.97,103.86,6.65M,-0.86%
2015年07月29日,105.17,104.93,105.63,104.49,5.62M,0.14%
2015年07月28日,105.02,105.09,105.33,104.83,5.55M,0.15%
2015年07月27日,104.86,104.94,105.68,104.66,10.69M,-0.47%
2015年07月24日,105.35,103.61,105.59,103.43,11.57M,0.98%
2015年07月23日,104.33,104.98,105.30,104.20,5.78M,-0.45%
2015年07月22日,104.80,104.39,105.09,104.18,8.35M,-0.54%
2015年07月21日,105.37,105.81,106.32,105.25,10.52M,-0.31%
2015年07月20日,105.70,106.60,106.65,105.62,15.75M,-2.72%
2015年07月17日,108.65,109.11,109.16,108.40,14.86M,-1.01%
2015年07月16日,109.76,109.67,110.01,109.60,4.63M,-0.36%
2015年07月15日,110.16,110.00,110.19,109.58,9.29M,-0.52%
2015年07月14日,110.74,111.00,111.08,110.63,2.60M,-0.23%
2015年07月13日,110.99,110.43,111.14,110.36,4.28M,-0.45%
2015年07月10日,111.49,111.18,111.71,111.03,3.59M,0.12%
2015年07月09日,111.36,111.80,111.93,111.15,3.80M,0.24%
2015年07月08日,111.09,111.38,111.65,111.08,5.69M,0.30%
2015年07月07日,110.76,111.08,111.14,110.05,9.07M,-1.16%
2015年07月06日,112.06,111.71,112.58,111.63,4.26M,0.27%
2015年07月02日,111.76,111.66,111.84,111.41,3.84M,-0.20%
2015年07月01日,111.98,112.12,112.51,111.94,4.41M,-0.35%
