日付け,終値,始値,高値,安値,変化率 %
2021年02月09日,"5,410.000","5,410.000","5,410.000","5,410.000",0.07%
2021年02月08日,"5,406.000","5,406.000","5,406.000","5,406.000",0.15%
2021年02月05日,"5,398.000","5,398.000","5,398.000","5,398.000",0.06%
2021年02月04日,"5,395.000","5,395.000","5,395.000","5,395.000",0.26%
2021年02月03日,"5,381.000","5,381.000","5,381.000","5,381.000",0.13%
2021年02月02日,"5,374.000","5,374.000","5,374.000","5,374.000",0.04%
2021年02月01日,"5,372.000","5,372.000","5,372.000","5,372.000",-0.07%
2021年01月29日,"5,376.000","5,376.000","5,376.000","5,376.000",0.13%
2021年01月28日,"5,369.000","5,369.000","5,369.000","5,369.000",-0.20%
2021年01月27日,"5,380.000","5,380.000","5,380.000","5,380.000",0.00%
2021年01月26日,"5,380.000","5,380.000","5,380.000","5,380.000",-0.02%
2021年01月25日,"5,381.000","5,381.000","5,381.000","5,381.000",-0.26%
2021年01月22日,"5,395.000","5,395.000","5,395.000","5,395.000",0.00%
2021年01月21日,"5,395.000","5,395.000","5,395.000","5,395.000",0.11%
2021年01月20日,"5,389.000","5,389.000","5,389.000","5,389.000",0.06%
2021年01月19日,"5,386.000","5,386.000","5,386.000","5,386.000",0.00%
2021年01月18日,"5,386.000","5,386.000","5,386.000","5,386.000",0.04%
2021年01月15日,"5,384.000","5,384.000","5,384.000","5,384.000",0.13%
2021年01月14日,"5,377.000","5,377.000","5,377.000","5,377.000",0.11%
2021年01月13日,"5,371.000","5,371.000","5,371.000","5,371.000",-0.13%
2021年01月12日,"5,378.000","5,378.000","5,378.000","5,378.000",-0.33%
2021年01月08日,"5,396.000","5,396.000","5,396.000","5,396.000",0.00%
2021年01月07日,"5,396.000","5,396.000","5,396.000","5,396.000",0.11%
2021年01月06日,"5,390.000","5,390.000","5,390.000","5,390.000",0.00%
2021年01月05日,"5,390.000","5,390.000","5,390.000","5,390.000",-0.15%
2021年01月04日,"5,398.000","5,398.000","5,398.000","5,398.000",0.17%
2020年12月30日,"5,389.000","5,389.000","5,389.000","5,389.000",0.02%
2020年12月29日,"5,388.000","5,388.000","5,388.000","5,388.000",0.24%
2020年12月28日,"5,375.000","5,375.000","5,375.000","5,375.000",-0.02%
2020年12月25日,"5,376.000","5,376.000","5,376.000","5,376.000",0.11%
2020年12月24日,"5,370.000","5,370.000","5,370.000","5,370.000",0.09%
2020年12月23日,"5,365.000","5,365.000","5,365.000","5,365.000",0.19%
2020年12月22日,"5,355.000","5,355.000","5,355.000","5,355.000",-0.26%
2020年12月21日,"5,369.000","5,369.000","5,369.000","5,369.000",-0.02%
2020年12月18日,"5,370.000","5,370.000","5,370.000","5,370.000",0.04%
2020年12月17日,"5,368.000","5,368.000","5,368.000","5,368.000",0.07%
2020年12月16日,"5,364.000","5,364.000","5,364.000","5,364.000",-0.02%
2020年12月15日,"5,365.000","5,365.000","5,365.000","5,365.000",0.06%
2020年12月14日,"5,362.000","5,362.000","5,362.000","5,362.000",-0.20%
2020年12月11日,"5,373.000","5,373.000","5,373.000","5,373.000",0.00%
2020年12月10日,"5,373.000","5,373.000","5,373.000","5,373.000",-0.09%
2020年12月09日,"5,378.000","5,378.000","5,378.000","5,378.000",0.06%
2020年12月08日,"5,375.000","5,375.000","5,375.000","5,375.000",0.00%
2020年12月07日,"5,375.000","5,375.000","5,375.000","5,375.000",0.19%
2020年12月04日,"5,365.000","5,365.000","5,365.000","5,365.000",0.17%
2020年12月03日,"5,356.000","5,356.000","5,356.000","5,356.000",0.11%
2020年12月02日,"5,350.000","5,350.000","5,350.000","5,350.000",0.19%
2020年12月01日,"5,340.000","5,340.000","5,340.000","5,340.000",0.02%
2020年11月30日,"5,339.000","5,339.000","5,339.000","5,339.000",0.04%
2020年11月27日,"5,337.000","5,337.000","5,337.000","5,337.000",-0.02%
2020年11月26日,"5,338.000","5,338.000","5,338.000","5,338.000",0.00%
2020年11月25日,"5,338.000","5,338.000","5,338.000","5,338.000",0.32%
2020年11月24日,"5,321.000","5,321.000","5,321.000","5,321.000",0.13%
2020年11月20日,"5,314.000","5,314.000","5,314.000","5,314.000",-0.13%
2020年11月19日,"5,321.000","5,321.000","5,321.000","5,321.000",0.17%
2020年11月18日,"5,312.000","5,312.000","5,312.000","5,312.000",0.06%
2020年11月17日,"5,309.000","5,309.000","5,309.000","5,309.000",0.30%
2020年11月16日,"5,293.000","5,293.000","5,293.000","5,293.000",-0.02%
2020年11月13日,"5,294.000","5,294.000","5,294.000","5,294.000",-0.47%
2020年11月12日,"5,319.000","5,319.000","5,319.000","5,319.000",-0.13%
2020年11月11日,"5,326.000","5,326.000","5,326.000","5,326.000",-0.39%
2020年11月10日,"5,347.000","5,347.000","5,347.000","5,347.000",1.02%
2020年11月09日,"5,293.000","5,293.000","5,293.000","5,293.000",-0.15%
2020年11月06日,"5,301.000","5,301.000","5,301.000","5,301.000",0.57%
2020年11月05日,"5,271.000","5,271.000","5,271.000","5,271.000",0.76%
2020年11月04日,"5,231.000","5,231.000","5,231.000","5,231.000",0.67%
2020年11月02日,"5,196.000","5,196.000","5,196.000","5,196.000",-0.02%
2020年10月30日,"5,197.000","5,197.000","5,197.000","5,197.000",0.00%
2020年10月29日,"5,197.000","5,197.000","5,197.000","5,197.000",-0.67%
2020年10月28日,"5,232.000","5,232.000","5,232.000","5,232.000",-0.10%
2020年10月27日,"5,237.000","5,237.000","5,237.000","5,237.000",-0.32%
2020年10月26日,"5,254.000","5,254.000","5,254.000","5,254.000",0.11%
2020年10月23日,"5,248.000","5,248.000","5,248.000","5,248.000",0.00%
2020年10月22日,"5,248.000","5,248.000","5,248.000","5,248.000",-0.02%
2020年10月21日,"5,249.000","5,249.000","5,249.000","5,249.000",-0.02%
2020年10月20日,"5,250.000","5,250.000","5,250.000","5,250.000",0.00%
2020年10月19日,"5,250.000","5,250.000","5,250.000","5,250.000",0.19%
2020年10月16日,"5,240.000","5,240.000","5,240.000","5,240.000",-0.27%
2020年10月15日,"5,254.000","5,254.000","5,254.000","5,254.000",-0.08%
2020年10月14日,"5,258.000","5,258.000","5,258.000","5,258.000",0.13%
2020年10月13日,"5,251.000","5,251.000","5,251.000","5,251.000",-0.02%
2020年10月12日,"5,252.000","5,252.000","5,252.000","5,252.000",-0.02%
2020年10月09日,"5,253.000","5,253.000","5,253.000","5,253.000",0.19%
2020年10月08日,"5,243.000","5,243.000","5,243.000","5,243.000",0.08%
2020年10月07日,"5,239.000","5,239.000","5,239.000","5,239.000",0.38%
2020年10月06日,"5,219.000","5,219.000","5,219.000","5,219.000",0.40%
2020年10月05日,"5,198.000","5,198.000","5,198.000","5,198.000",-0.04%
2020年10月02日,"5,200.000","5,200.000","5,200.000","5,200.000",0.13%
2020年10月01日,"5,193.000","5,193.000","5,193.000","5,193.000",0.27%
2020年09月30日,"5,179.000","5,179.000","5,179.000","5,179.000",0.14%
2020年09月29日,"5,172.000","5,172.000","5,172.000","5,172.000",0.39%
2020年09月28日,"5,152.000","5,152.000","5,152.000","5,152.000",-0.08%
2020年09月25日,"5,156.000","5,156.000","5,156.000","5,156.000",-0.50%
2020年09月24日,"5,182.000","5,182.000","5,182.000","5,182.000",-0.13%
2020年09月23日,"5,189.000","5,189.000","5,189.000","5,189.000",-0.88%
2020年09月18日,"5,235.000","5,235.000","5,235.000","5,235.000",-0.13%
2020年09月17日,"5,242.000","5,242.000","5,242.000","5,242.000",0.11%
2020年09月16日,"5,236.000","5,236.000","5,236.000","5,236.000",0.06%
2020年09月15日,"5,233.000","5,233.000","5,233.000","5,233.000",0.06%
2020年09月14日,"5,230.000","5,230.000","5,230.000","5,230.000",-0.34%
2020年09月11日,"5,248.000","5,248.000","5,248.000","5,248.000",0.00%
2020年09月10日,"5,248.000","5,248.000","5,248.000","5,248.000",0.19%
2020年09月09日,"5,238.000","5,238.000","5,238.000","5,238.000",-0.32%
2020年09月08日,"5,255.000","5,255.000","5,255.000","5,255.000",0.00%
2020年09月07日,"5,255.000","5,255.000","5,255.000","5,255.000",-0.34%
2020年09月04日,"5,273.000","5,273.000","5,273.000","5,273.000",-0.19%
2020年09月03日,"5,283.000","5,283.000","5,283.000","5,283.000",0.15%
2020年09月02日,"5,275.000","5,275.000","5,275.000","5,275.000",0.06%
2020年09月01日,"5,272.000","5,272.000","5,272.000","5,272.000",0.08%
2020年08月31日,"5,268.000","5,268.000","5,268.000","5,268.000",0.06%
2020年08月28日,"5,265.000","5,265.000","5,265.000","5,265.000",0.06%
2020年08月27日,"5,262.000","5,262.000","5,262.000","5,262.000",0.06%
2020年08月26日,"5,259.000","5,259.000","5,259.000","5,259.000",0.27%
2020年08月25日,"5,245.000","5,245.000","5,245.000","5,245.000",0.25%
2020年08月24日,"5,232.000","5,232.000","5,232.000","5,232.000",0.06%
2020年08月21日,"5,229.000","5,229.000","5,229.000","5,229.000",-0.08%
2020年08月20日,"5,233.000","5,233.000","5,233.000","5,233.000",0.00%
2020年08月19日,"5,233.000","5,233.000","5,233.000","5,233.000",0.13%
2020年08月18日,"5,226.000","5,226.000","5,226.000","5,226.000",-0.08%
2020年08月17日,"5,230.000","5,230.000","5,230.000","5,230.000",-0.23%
2020年08月14日,"5,242.000","5,242.000","5,242.000","5,242.000",-0.19%
2020年08月13日,"5,252.000","5,252.000","5,252.000","5,252.000",-0.21%
2020年08月12日,"5,263.000","5,263.000","5,263.000","5,263.000",-0.19%
2020年08月11日,"5,273.000","5,273.000","5,273.000","5,273.000",0.04%
2020年08月07日,"5,271.000","5,271.000","5,271.000","5,271.000",0.00%
2020年08月06日,"5,271.000","5,271.000","5,271.000","5,271.000",0.25%
2020年08月05日,"5,258.000","5,258.000","5,258.000","5,258.000",0.00%
2020年08月04日,"5,258.000","5,258.000","5,258.000","5,258.000",0.19%
2020年08月03日,"5,248.000","5,248.000","5,248.000","5,248.000",0.08%
2020年07月31日,"5,244.000","5,244.000","5,244.000","5,244.000",0.11%
2020年07月30日,"5,238.000","5,238.000","5,238.000","5,238.000",0.34%
2020年07月29日,"5,220.000","5,220.000","5,220.000","5,220.000",-0.02%
2020年07月28日,"5,221.000","5,221.000","5,221.000","5,221.000",0.12%
2020年07月27日,"5,215.000","5,215.000","5,215.000","5,215.000",0.27%
2020年07月22日,"5,201.000","5,201.000","5,201.000","5,201.000",0.58%
2020年07月21日,"5,171.000","5,171.000","5,171.000","5,171.000",0.49%
2020年07月20日,"5,146.000","5,146.000","5,146.000","5,146.000",0.18%
2020年07月17日,"5,137.000","5,137.000","5,137.000","5,137.000",0.14%
2020年07月16日,"5,130.000","5,130.000","5,130.000","5,130.000",0.61%
2020年07月15日,"5,099.000","5,099.000","5,099.000","5,099.000",-0.16%
2020年07月14日,"5,107.000","5,107.000","5,107.000","5,107.000",0.35%
2020年07月13日,"5,089.000","5,089.000","5,089.000","5,089.000",-0.22%
2020年07月10日,"5,100.000","5,100.000","5,100.000","5,100.000",-0.16%
2020年07月09日,"5,108.000","5,108.000","5,108.000","5,108.000",-0.14%
2020年07月08日,"5,115.000","5,115.000","5,115.000","5,115.000",0.06%
2020年07月07日,"5,112.000","5,112.000","5,112.000","5,112.000",0.41%
2020年07月06日,"5,091.000","5,091.000","5,091.000","5,091.000",-0.02%
2020年07月03日,"5,092.000","5,092.000","5,092.000","5,092.000",0.47%
2020年07月02日,"5,068.000","5,068.000","5,068.000","5,068.000",0.36%
2020年07月01日,"5,050.000","5,050.000","5,050.000","5,050.000",0.12%
2020年06月30日,"5,044.000","5,044.000","5,044.000","5,044.000",-0.41%
2020年06月29日,"5,065.000","5,065.000","5,065.000","5,065.000",-0.22%
2020年06月26日,"5,076.000","5,076.000","5,076.000","5,076.000",-0.35%
2020年06月25日,"5,094.000","5,094.000","5,094.000","5,094.000",-0.57%
2020年06月24日,"5,123.000","5,123.000","5,123.000","5,123.000",0.14%
2020年06月23日,"5,116.000","5,116.000","5,116.000","5,116.000",-0.16%
2020年06月22日,"5,124.000","5,124.000","5,124.000","5,124.000",-0.02%
2020年06月19日,"5,125.000","5,125.000","5,125.000","5,125.000",-0.43%
2020年06月18日,"5,147.000","5,147.000","5,147.000","5,147.000",-0.08%
2020年06月17日,"5,151.000","5,151.000","5,151.000","5,151.000",1.18%
2020年06月16日,"5,091.000","5,091.000","5,091.000","5,091.000",0.00%
2020年06月15日,"5,091.000","5,091.000","5,091.000","5,091.000",0.34%
2020年06月12日,"5,074.000","5,074.000","5,074.000","5,074.000",-1.76%
2020年06月11日,"5,165.000","5,165.000","5,165.000","5,165.000",-0.37%
2020年06月10日,"5,184.000","5,184.000","5,184.000","5,184.000",-0.48%
2020年06月09日,"5,209.000","5,209.000","5,209.000","5,209.000",0.04%
2020年06月08日,"5,207.000","5,207.000","5,207.000","5,207.000",0.81%
2020年06月05日,"5,165.000","5,165.000","5,165.000","5,165.000",-0.08%
2020年06月04日,"5,169.000","5,169.000","5,169.000","5,169.000",0.76%
2020年06月03日,"5,130.000","5,130.000","5,130.000","5,130.000",0.69%
2020年06月02日,"5,095.000","5,095.000","5,095.000","5,095.000",0.30%
2020年06月01日,"5,080.000","5,080.000","5,080.000","5,080.000",-0.16%
2020年05月29日,"5,088.000","5,088.000","5,088.000","5,088.000",0.32%
2020年05月28日,"5,072.000","5,072.000","5,072.000","5,072.000",0.22%
2020年05月27日,"5,061.000","5,061.000","5,061.000","5,061.000",0.92%
2020年05月26日,"5,015.000","5,015.000","5,015.000","5,015.000",0.00%
2020年05月25日,"5,015.000","5,015.000","5,015.000","5,015.000",0.12%
2020年05月22日,"5,009.000","5,009.000","5,009.000","5,009.000",0.28%
2020年05月21日,"4,995.000","4,995.000","4,995.000","4,995.000",0.73%
2020年05月20日,"4,959.000","4,959.000","4,959.000","4,959.000",0.20%
2020年05月19日,"4,949.000","4,949.000","4,949.000","4,949.000",1.02%
2020年05月18日,"4,899.000","4,899.000","4,899.000","4,899.000",-0.02%
2020年05月15日,"4,900.000","4,900.000","4,900.000","4,900.000",-0.59%
2020年05月14日,"4,929.000","4,929.000","4,929.000","4,929.000",-0.50%
2020年05月13日,"4,954.000","4,954.000","4,954.000","4,954.000",0.26%
2020年05月12日,"4,941.000","4,941.000","4,941.000","4,941.000",-0.44%
2020年05月11日,"4,963.000","4,963.000","4,963.000","4,963.000",0.26%
2020年05月08日,"4,950.000","4,950.000","4,950.000","4,950.000",0.26%
2020年05月07日,"4,937.000","4,937.000","4,937.000","4,937.000",0.12%
2020年05月01日,"4,931.000","4,931.000","4,931.000","4,931.000",0.35%
2020年04月30日,"4,914.000","4,914.000","4,914.000","4,914.000",0.63%
2020年04月28日,"4,883.000","4,883.000","4,883.000","4,883.000",-0.10%
2020年04月27日,"4,888.000","4,888.000","4,888.000","4,888.000",-0.53%
2020年04月24日,"4,914.000","4,914.000","4,914.000","4,914.000",-0.14%
2020年04月23日,"4,921.000","4,921.000","4,921.000","4,921.000",0.14%
2020年04月22日,"4,914.000","4,914.000","4,914.000","4,914.000",-1.31%
2020年04月21日,"4,979.000","4,979.000","4,979.000","4,979.000",-0.50%
2020年04月20日,"5,004.000","5,004.000","5,004.000","5,004.000",0.70%
2020年04月17日,"4,969.000","4,969.000","4,969.000","4,969.000",0.06%
2020年04月16日,"4,966.000","4,966.000","4,966.000","4,966.000",-0.66%
2020年04月15日,"4,999.000","4,999.000","4,999.000","4,999.000",0.89%
2020年04月14日,"4,955.000","4,955.000","4,955.000","4,955.000",0.85%
2020年04月13日,"4,913.000","4,913.000","4,913.000","4,913.000",-0.43%
2020年04月10日,"4,934.000","4,934.000","4,934.000","4,934.000",3.20%
2020年04月09日,"4,781.000","4,781.000","4,781.000","4,781.000",0.48%
2020年04月08日,"4,758.000","4,758.000","4,758.000","4,758.000",1.26%
2020年04月07日,"4,699.000","4,699.000","4,699.000","4,699.000",0.43%
2020年04月06日,"4,679.000","4,679.000","4,679.000","4,679.000",-0.76%
2020年04月03日,"4,715.000","4,715.000","4,715.000","4,715.000",-0.21%
2020年04月02日,"4,725.000","4,725.000","4,725.000","4,725.000",-1.42%
2020年04月01日,"4,793.000","4,793.000","4,793.000","4,793.000",0.78%
2020年03月31日,"4,756.000","4,756.000","4,756.000","4,756.000",0.87%
2020年03月30日,"4,715.000","4,715.000","4,715.000","4,715.000",1.49%
2020年03月27日,"4,646.000","4,646.000","4,646.000","4,646.000",3.94%
2020年03月26日,"4,470.000","4,470.000","4,470.000","4,470.000",1.85%
2020年03月25日,"4,389.000","4,389.000","4,389.000","4,389.000",1.25%
2020年03月24日,"4,335.000","4,335.000","4,335.000","4,335.000",-2.01%
2020年03月23日,"4,424.000","4,424.000","4,424.000","4,424.000",-3.15%
2020年03月19日,"4,568.000","4,568.000","4,568.000","4,568.000",-3.51%
2020年03月18日,"4,734.000","4,734.000","4,734.000","4,734.000",-0.86%
2020年03月17日,"4,775.000","4,775.000","4,775.000","4,775.000",-2.93%
2020年03月16日,"4,919.000","4,919.000","4,919.000","4,919.000",0.14%
2020年03月13日,"4,912.000","4,912.000","4,912.000","4,912.000",-2.87%
2020年03月12日,"5,057.000","5,057.000","5,057.000","5,057.000",-1.48%
2020年03月11日,"5,133.000","5,133.000","5,133.000","5,133.000",0.06%
2020年03月10日,"5,130.000","5,130.000","5,130.000","5,130.000",-2.68%
2020年03月09日,"5,271.000","5,271.000","5,271.000","5,271.000",-1.14%
2020年03月06日,"5,332.000","5,332.000","5,332.000","5,332.000",-0.56%
2020年03月05日,"5,362.000","5,362.000","5,362.000","5,362.000",0.52%
2020年03月04日,"5,334.000","5,334.000","5,334.000","5,334.000",0.51%
2020年03月03日,"5,307.000","5,307.000","5,307.000","5,307.000",0.47%
2020年03月02日,"5,282.000","5,282.000","5,282.000","5,282.000",-0.55%
2020年02月28日,"5,311.000","5,311.000","5,311.000","5,311.000",-0.84%
2020年02月27日,"5,356.000","5,356.000","5,356.000","5,356.000",-0.15%
2020年02月26日,"5,364.000","5,364.000","5,364.000","5,364.000",-0.20%
2020年02月25日,"5,375.000","5,375.000","5,375.000","5,375.000",-0.78%
2020年02月21日,"5,417.000","5,417.000","5,417.000","5,417.000",-0.02%
2020年02月20日,"5,418.000","5,418.000","5,418.000","5,418.000",0.07%
2020年02月19日,"5,414.000","5,414.000","5,414.000","5,414.000",-0.07%
2020年02月18日,"5,418.000","5,418.000","5,418.000","5,418.000",0.00%
2020年02月17日,"5,418.000","5,418.000","5,418.000","5,418.000",0.04%
2020年02月14日,"5,416.000","5,416.000","5,416.000","5,416.000",0.04%
2020年02月13日,"5,414.000","5,414.000","5,414.000","5,414.000",0.13%
2020年02月12日,"5,407.000","5,407.000","5,407.000","5,407.000",-0.06%
2020年02月10日,"5,410.000","5,410.000","5,410.000","5,410.000",-0.02%
2020年02月07日,"5,411.000","5,411.000","5,411.000","5,411.000",0.06%
2020年02月06日,"5,408.000","5,408.000","5,408.000","5,408.000",0.20%
2020年02月05日,"5,397.000","5,397.000","5,397.000","5,397.000",0.13%
2020年02月04日,"5,390.000","5,390.000","5,390.000","5,390.000",0.06%
2020年02月03日,"5,387.000","5,387.000","5,387.000","5,387.000",-0.02%
2020年01月31日,"5,388.000","5,388.000","5,388.000","5,388.000",-0.24%
2020年01月30日,"5,401.000","5,401.000","5,401.000","5,401.000",0.13%
2020年01月29日,"5,394.000","5,394.000","5,394.000","5,394.000",0.41%
2020年01月28日,"5,372.000","5,372.000","5,372.000","5,372.000",-0.61%
2020年01月27日,"5,405.000","5,405.000","5,405.000","5,405.000",-0.17%
2020年01月24日,"5,414.000","5,414.000","5,414.000","5,414.000",-0.24%
2020年01月23日,"5,427.000","5,427.000","5,427.000","5,427.000",0.00%
2020年01月22日,"5,427.000","5,427.000","5,427.000","5,427.000",-0.07%
2020年01月21日,"5,431.000","5,431.000","5,431.000","5,431.000",0.00%
2020年01月20日,"5,431.000","5,431.000","5,431.000","5,431.000",0.04%
2020年01月17日,"5,429.000","5,429.000","5,429.000","5,429.000",-0.02%
2020年01月16日,"5,430.000","5,430.000","5,430.000","5,430.000",-0.02%
2020年01月15日,"5,431.000","5,431.000","5,431.000","5,431.000",0.06%
2020年01月14日,"5,428.000","5,428.000","5,428.000","5,428.000",-0.26%
2020年01月10日,"5,442.000","5,442.000","5,442.000","5,442.000",0.06%
2020年01月09日,"5,439.000","5,439.000","5,439.000","5,439.000",-0.02%
2020年01月08日,"5,440.000","5,440.000","5,440.000","5,440.000",0.07%
2020年01月07日,"5,436.000","5,436.000","5,436.000","5,436.000",-0.02%
2020年01月06日,"5,437.000","5,437.000","5,437.000","5,437.000",0.04%
2019年12月30日,"5,435.000","5,435.000","5,435.000","5,435.000",-0.04%
2019年12月27日,"5,437.000","5,437.000","5,437.000","5,437.000",0.06%
2019年12月26日,"5,434.000","5,434.000","5,434.000","5,434.000",0.00%
2019年12月25日,"5,434.000","5,434.000","5,434.000","5,434.000",0.00%
2019年12月24日,"5,434.000","5,434.000","5,434.000","5,434.000",-0.02%
2019年12月23日,"5,435.000","5,435.000","5,435.000","5,435.000",0.04%
2019年12月20日,"5,433.000","5,433.000","5,433.000","5,433.000",-0.06%
2019年12月19日,"5,436.000","5,436.000","5,436.000","5,436.000",0.20%
2019年12月18日,"5,425.000","5,425.000","5,425.000","5,425.000",0.11%
2019年12月17日,"5,419.000","5,419.000","5,419.000","5,419.000",0.15%
2019年12月16日,"5,411.000","5,411.000","5,411.000","5,411.000",0.09%
2019年12月13日,"5,406.000","5,406.000","5,406.000","5,406.000",0.22%
2019年12月12日,"5,394.000","5,394.000","5,394.000","5,394.000",-0.31%
2019年12月11日,"5,411.000","5,411.000","5,411.000","5,411.000",0.06%
2019年12月10日,"5,408.000","5,408.000","5,408.000","5,408.000",0.09%
2019年12月09日,"5,403.000","5,403.000","5,403.000","5,403.000",0.19%
2019年12月06日,"5,393.000","5,393.000","5,393.000","5,393.000",0.06%
2019年12月05日,"5,390.000","5,390.000","5,390.000","5,390.000",0.17%
2019年12月04日,"5,381.000","5,381.000","5,381.000","5,381.000",-0.07%
2019年12月03日,"5,385.000","5,385.000","5,385.000","5,385.000",-0.17%
2019年12月02日,"5,394.000","5,394.000","5,394.000","5,394.000",0.04%
2019年11月29日,"5,392.000","5,392.000","5,392.000","5,392.000",0.00%
2019年11月28日,"5,392.000","5,392.000","5,392.000","5,392.000",0.07%
2019年11月27日,"5,388.000","5,388.000","5,388.000","5,388.000",0.13%
2019年11月26日,"5,381.000","5,381.000","5,381.000","5,381.000",0.13%
2019年11月25日,"5,374.000","5,374.000","5,374.000","5,374.000",0.13%
2019年11月22日,"5,367.000","5,367.000","5,367.000","5,367.000",-0.09%
2019年11月21日,"5,372.000","5,372.000","5,372.000","5,372.000",-0.07%
2019年11月20日,"5,376.000","5,376.000","5,376.000","5,376.000",-0.09%
2019年11月19日,"5,381.000","5,381.000","5,381.000","5,381.000",-0.07%
2019年11月18日,"5,385.000","5,385.000","5,385.000","5,385.000",0.06%
2019年11月15日,"5,382.000","5,382.000","5,382.000","5,382.000",-0.02%
2019年11月14日,"5,383.000","5,383.000","5,383.000","5,383.000",-0.02%
2019年11月13日,"5,384.000","5,384.000","5,384.000","5,384.000",0.06%
2019年11月12日,"5,381.000","5,381.000","5,381.000","5,381.000",-0.37%
2019年11月11日,"5,401.000","5,401.000","5,401.000","5,401.000",-0.09%
2019年11月08日,"5,406.000","5,406.000","5,406.000","5,406.000",0.04%
2019年11月07日,"5,404.000","5,404.000","5,404.000","5,404.000",-0.02%
2019年11月06日,"5,405.000","5,405.000","5,405.000","5,405.000",-0.06%
2019年11月05日,"5,408.000","5,408.000","5,408.000","5,408.000",0.22%
2019年11月01日,"5,396.000","5,396.000","5,396.000","5,396.000",-0.17%
2019年10月31日,"5,405.000","5,405.000","5,405.000","5,405.000",-0.06%
2019年10月30日,"5,408.000","5,408.000","5,408.000","5,408.000",-0.02%
2019年10月29日,"5,409.000","5,409.000","5,409.000","5,409.000",-0.02%
2019年10月28日,"5,410.000","5,410.000","5,410.000","5,410.000",0.11%
2019年10月25日,"5,404.000","5,404.000","5,404.000","5,404.000",0.06%
2019年10月24日,"5,401.000","5,401.000","5,401.000","5,401.000",0.06%
2019年10月23日,"5,398.000","5,398.000","5,398.000","5,398.000",0.06%
2019年10月21日,"5,395.000","5,395.000","5,395.000","5,395.000",0.04%
2019年10月18日,"5,393.000","5,393.000","5,393.000","5,393.000",0.06%
2019年10月17日,"5,390.000","5,390.000","5,390.000","5,390.000",0.06%
2019年10月16日,"5,387.000","5,387.000","5,387.000","5,387.000",0.11%
2019年10月15日,"5,381.000","5,381.000","5,381.000","5,381.000",-0.11%
2019年10月11日,"5,387.000","5,387.000","5,387.000","5,387.000",-0.04%
2019年10月10日,"5,389.000","5,389.000","5,389.000","5,389.000",0.13%
2019年10月09日,"5,382.000","5,382.000","5,382.000","5,382.000",-0.15%
2019年10月08日,"5,390.000","5,390.000","5,390.000","5,390.000",-0.02%
2019年10月07日,"5,391.000","5,391.000","5,391.000","5,391.000",0.20%
2019年10月04日,"5,380.000","5,380.000","5,380.000","5,380.000",-0.17%
2019年10月03日,"5,389.000","5,389.000","5,389.000","5,389.000",-0.37%
2019年10月02日,"5,409.000","5,409.000","5,409.000","5,409.000",-0.07%
2019年10月01日,"5,413.000","5,413.000","5,413.000","5,413.000",0.00%
2019年09月30日,"5,413.000","5,413.000","5,413.000","5,413.000",-0.09%
2019年09月27日,"5,418.000","5,418.000","5,418.000","5,418.000",-0.11%
2019年09月26日,"5,424.000","5,424.000","5,424.000","5,424.000",-0.15%
2019年09月25日,"5,432.000","5,432.000","5,432.000","5,432.000",-0.09%
2019年09月24日,"5,437.000","5,437.000","5,437.000","5,437.000",0.02%
2019年09月20日,"5,436.000","5,436.000","5,436.000","5,436.000",0.09%
2019年09月19日,"5,431.000","5,431.000","5,431.000","5,431.000",-0.02%
2019年09月18日,"5,432.000","5,432.000","5,432.000","5,432.000",0.06%
2019年09月17日,"5,429.000","5,429.000","5,429.000","5,429.000",0.06%
2019年09月13日,"5,426.000","5,426.000","5,426.000","5,426.000",0.04%
2019年09月12日,"5,424.000","5,424.000","5,424.000","5,424.000",-0.46%
2019年09月11日,"5,449.000","5,449.000","5,449.000","5,449.000",0.06%
2019年09月10日,"5,446.000","5,446.000","5,446.000","5,446.000",0.06%
2019年09月09日,"5,443.000","5,443.000","5,443.000","5,443.000",0.13%
2019年09月06日,"5,436.000","5,436.000","5,436.000","5,436.000",0.09%
2019年09月05日,"5,431.000","5,431.000","5,431.000","5,431.000",0.13%
2019年09月04日,"5,424.000","5,424.000","5,424.000","5,424.000",-0.13%
2019年09月03日,"5,431.000","5,431.000","5,431.000","5,431.000",0.00%
2019年09月02日,"5,431.000","5,431.000","5,431.000","5,431.000",0.04%
2019年08月30日,"5,429.000","5,429.000","5,429.000","5,429.000",0.18%
2019年08月29日,"5,419.000","5,419.000","5,419.000","5,419.000",0.06%
2019年08月28日,"5,416.000","5,416.000","5,416.000","5,416.000",0.13%
2019年08月27日,"5,409.000","5,409.000","5,409.000","5,409.000",0.06%
2019年08月26日,"5,406.000","5,406.000","5,406.000","5,406.000",-0.09%
2019年08月23日,"5,411.000","5,411.000","5,411.000","5,411.000",0.06%
2019年08月22日,"5,408.000","5,408.000","5,408.000","5,408.000",0.32%
2019年08月21日,"5,391.000","5,391.000","5,391.000","5,391.000",0.13%
2019年08月20日,"5,384.000","5,384.000","5,384.000","5,384.000",0.20%
2019年08月19日,"5,373.000","5,373.000","5,373.000","5,373.000",0.19%
2019年08月16日,"5,363.000","5,363.000","5,363.000","5,363.000",0.04%
2019年08月15日,"5,361.000","5,361.000","5,361.000","5,361.000",-0.50%
2019年08月14日,"5,388.000","5,388.000","5,388.000","5,388.000",0.19%
2019年08月13日,"5,378.000","5,378.000","5,378.000","5,378.000",-0.65%
