日付け,終値,始値,高値,安値,出来高,変化率 %
2022年07月31日,20.203,20.328,20.330,20.177,,0.03%
2022年07月29日,20.197,19.990,20.350,19.825,64.59K,1.66%
2022年07月28日,19.868,19.050,20.000,19.010,86.52K,6.82%
2022年07月27日,18.600,18.535,19.095,18.360,62.26K,0.35%
2022年07月26日,18.535,18.330,18.620,18.285,40.82K,1.13%
2022年07月25日,18.328,18.540,18.675,18.195,43.12K,-1.55%
2022年07月22日,18.617,18.785,18.880,18.420,47.28K,-0.54%
2022年07月21日,18.719,18.610,18.805,18.120,58.42K,0.27%
2022年07月20日,18.668,18.695,19.030,18.565,42.47K,-0.24%
2022年07月19日,18.713,18.655,18.845,18.510,36.80K,-0.67%
2022年07月18日,18.840,18.675,18.950,18.585,42.25K,1.32%
2022年07月15日,18.594,18.335,18.695,18.095,53.07K,2.02%
2022年07月14日,18.225,19.180,19.180,18.010,82.27K,-5.05%
2022年07月13日,19.194,18.870,19.360,18.790,63.75K,1.24%
2022年07月12日,18.958,19.055,19.135,18.630,53.27K,-0.91%
2022年07月11日,19.132,19.265,19.310,19.015,38.60K,-0.54%
2022年07月08日,19.236,19.170,19.390,18.935,43.11K,0.25%
2022年07月07日,19.188,19.170,19.435,19.035,42.48K,0.15%
2022年07月06日,19.159,19.155,19.325,18.705,66.25K,0.20%
2022年07月04日,19.121,19.880,20.100,18.970,85.00K,-2.78%
2022年07月01日,19.667,20.290,20.290,19.295,75.67K,-3.37%
2022年06月30日,20.352,20.725,20.785,20.145,61.10K,-1.86%
2022年06月29日,20.738,20.840,21.065,20.610,53.00K,-0.33%
2022年06月28日,20.806,21.170,21.355,20.720,42.01K,-1.71%
2022年06月27日,21.168,21.200,21.535,21.080,48.09K,0.20%
2022年06月24日,21.125,20.920,21.205,20.545,72.54K,0.39%
2022年06月23日,21.042,21.420,21.495,20.890,71.94K,-1.77%
2022年06月22日,21.421,21.670,21.675,21.205,55.92K,-1.59%
2022年06月20日,21.768,21.520,21.950,21.430,64.99K,0.84%
2022年06月17日,21.587,21.955,21.965,21.560,43.90K,-1.36%
2022年06月16日,21.885,21.680,21.970,21.320,52.32K,2.17%
2022年06月15日,21.420,21.010,21.845,20.970,70.54K,2.22%
2022年06月14日,20.954,21.070,21.360,20.845,59.21K,-1.42%
2022年06月13日,21.255,22.010,22.040,20.910,88.96K,-3.08%
2022年06月10日,21.931,21.715,22.020,21.235,78.78K,0.52%
